"Time","total-req-rate","ok-req-rate","error-req-rate"
2023-04-18 13:59:10,0.200 req/s,0.200 req/s,0 req/s
2023-04-18 13:59:15,0.200 req/s,0.200 req/s,0 req/s
2023-04-18 13:59:20,0.200 req/s,0.200 req/s,0 req/s
2023-04-18 13:59:25,0.200 req/s,0.200 req/s,0 req/s
2023-04-18 13:59:30,0.200 req/s,0.200 req/s,0 req/s
2023-04-18 13:59:35,0.200 req/s,0.200 req/s,0 req/s
2023-04-18 13:59:40,0.200 req/s,0.200 req/s,0 req/s
2023-04-18 13:59:45,0.200 req/s,0.200 req/s,0 req/s
2023-04-18 13:59:50,0.428 req/s,0.428 req/s,0 req/s
2023-04-18 13:59:55,0.838 req/s,0.838 req/s,0 req/s
2023-04-18 14:00:00,0.967 req/s,0.967 req/s,0 req/s
2023-04-18 14:00:05,1.09 req/s,1.09 req/s,0 req/s
2023-04-18 14:00:10,1.24 req/s,1.24 req/s,0 req/s
2023-04-18 14:00:15,1.38 req/s,1.38 req/s,0 req/s
2023-04-18 14:00:20,1.55 req/s,1.55 req/s,0 req/s
2023-04-18 14:00:25,1.70 req/s,1.70 req/s,0 req/s
2023-04-18 14:00:30,1.85 req/s,1.85 req/s,0 req/s
2023-04-18 14:00:35,2.03 req/s,2.03 req/s,0 req/s
2023-04-18 14:00:40,2.17 req/s,2.17 req/s,0 req/s
2023-04-18 14:00:45,2.15 req/s,2.15 req/s,0 req/s
2023-04-18 14:00:50,2.09 req/s,2.09 req/s,0 req/s
2023-04-18 14:00:55,2.11 req/s,2.11 req/s,0 req/s
2023-04-18 14:01:00,2.13 req/s,2.13 req/s,0 req/s
2023-04-18 14:01:05,2.11 req/s,2.11 req/s,0 req/s
2023-04-18 14:01:10,2.09 req/s,2.09 req/s,0 req/s
2023-04-18 14:01:15,2.09 req/s,2.09 req/s,0 req/s
2023-04-18 14:01:20,2.07 req/s,2.07 req/s,0 req/s
2023-04-18 14:01:25,2.13 req/s,2.13 req/s,0 req/s
2023-04-18 14:01:30,2.09 req/s,2.09 req/s,0 req/s
2023-04-18 14:01:35,2.05 req/s,2.05 req/s,0 req/s
2023-04-18 14:01:40,2.11 req/s,2.11 req/s,0 req/s
2023-04-18 14:01:45,2.04 req/s,2.04 req/s,0 req/s
2023-04-18 14:01:50,2.04 req/s,2.04 req/s,0 req/s
2023-04-18 14:01:55,2.07 req/s,2.07 req/s,0 req/s
2023-04-18 14:02:00,2.07 req/s,2.07 req/s,0 req/s
2023-04-18 14:02:05,2.07 req/s,2.07 req/s,0 req/s
2023-04-18 14:02:10,2.07 req/s,2.07 req/s,0 req/s
2023-04-18 14:02:15,2.09 req/s,2.09 req/s,0 req/s
2023-04-18 14:02:20,2.04 req/s,2.04 req/s,0 req/s
2023-04-18 14:02:25,2.04 req/s,2.04 req/s,0 req/s
2023-04-18 14:02:30,2.07 req/s,2.07 req/s,0 req/s
2023-04-18 14:02:35,2.02 req/s,2.02 req/s,0 req/s
2023-04-18 14:02:40,1.96 req/s,1.96 req/s,0 req/s
2023-04-18 14:02:45,1.91 req/s,1.91 req/s,0 req/s
2023-04-18 14:02:50,1.80 req/s,1.80 req/s,0 req/s
2023-04-18 14:02:55,1.76 req/s,1.76 req/s,0 req/s
2023-04-18 14:03:00,1.71 req/s,1.71 req/s,0 req/s
2023-04-18 14:03:05,1.64 req/s,1.64 req/s,0 req/s
2023-04-18 14:03:10,1.62 req/s,1.62 req/s,0 req/s
2023-04-18 14:03:15,1.56 req/s,1.56 req/s,0 req/s
2023-04-18 14:03:20,1.51 req/s,1.51 req/s,0 req/s
2023-04-18 14:03:25,1.47 req/s,1.47 req/s,0 req/s
2023-04-18 14:03:30,1.42 req/s,1.42 req/s,0 req/s
2023-04-18 14:03:35,1.47 req/s,1.47 req/s,0 req/s
2023-04-18 14:03:40,1.47 req/s,1.47 req/s,0 req/s
2023-04-18 14:03:45,1.49 req/s,1.49 req/s,0 req/s
2023-04-18 14:03:50,1.42 req/s,1.42 req/s,0 req/s
2023-04-18 14:03:55,1.49 req/s,1.49 req/s,0 req/s
2023-04-18 14:04:00,1.45 req/s,1.45 req/s,0 req/s
2023-04-18 14:04:05,1.47 req/s,1.47 req/s,0 req/s
2023-04-18 14:04:10,1.45 req/s,1.45 req/s,0 req/s
2023-04-18 14:04:15,1.45 req/s,1.45 req/s,0 req/s
2023-04-18 14:04:20,1.40 req/s,1.40 req/s,0 req/s
2023-04-18 14:04:25,1.47 req/s,1.47 req/s,0 req/s
2023-04-18 14:04:30,1.45 req/s,1.45 req/s,0 req/s
2023-04-18 14:04:35,1.45 req/s,1.45 req/s,0 req/s
2023-04-18 14:04:40,1.44 req/s,1.44 req/s,0 req/s
2023-04-18 14:04:45,1.45 req/s,1.45 req/s,0 req/s
2023-04-18 14:04:50,1.44 req/s,1.44 req/s,0 req/s
2023-04-18 14:04:55,1.47 req/s,1.47 req/s,0 req/s
2023-04-18 14:05:00,1.40 req/s,1.40 req/s,0 req/s
2023-04-18 14:05:05,1.44 req/s,1.44 req/s,0 req/s
2023-04-18 14:05:10,1.44 req/s,1.44 req/s,0 req/s
2023-04-18 14:05:15,1.45 req/s,1.45 req/s,0 req/s
2023-04-18 14:05:20,1.44 req/s,1.44 req/s,0 req/s
2023-04-18 14:05:25,1.45 req/s,1.45 req/s,0 req/s
2023-04-18 14:05:30,1.44 req/s,1.44 req/s,0 req/s
2023-04-18 14:05:35,1.45 req/s,1.45 req/s,0 req/s
2023-04-18 14:05:40,1.47 req/s,1.47 req/s,0 req/s
2023-04-18 14:05:45,1.45 req/s,1.45 req/s,0 req/s
2023-04-18 14:05:50,1.45 req/s,1.45 req/s,0 req/s
2023-04-18 14:05:55,1.47 req/s,1.47 req/s,0 req/s
2023-04-18 14:06:00,1.45 req/s,1.45 req/s,0 req/s
2023-04-18 14:06:05,1.44 req/s,1.44 req/s,0 req/s
2023-04-18 14:06:10,1.47 req/s,1.47 req/s,0 req/s
2023-04-18 14:06:15,1.47 req/s,1.47 req/s,0 req/s
2023-04-18 14:06:20,1.44 req/s,1.44 req/s,0 req/s
2023-04-18 14:06:25,1.45 req/s,1.45 req/s,0 req/s
2023-04-18 14:06:30,1.45 req/s,1.45 req/s,0 req/s
2023-04-18 14:06:35,1.45 req/s,1.45 req/s,0 req/s
2023-04-18 14:06:40,1.44 req/s,1.44 req/s,0 req/s
2023-04-18 14:06:45,1.45 req/s,1.45 req/s,0 req/s
2023-04-18 14:06:50,1.44 req/s,1.44 req/s,0 req/s
2023-04-18 14:06:55,1.45 req/s,1.45 req/s,0 req/s
2023-04-18 14:07:00,1.49 req/s,1.49 req/s,0 req/s
2023-04-18 14:07:05,1.45 req/s,1.45 req/s,0 req/s
2023-04-18 14:07:10,1.44 req/s,1.44 req/s,0 req/s
2023-04-18 14:07:15,1.40 req/s,1.40 req/s,0 req/s
2023-04-18 14:07:20,1.31 req/s,1.31 req/s,0 req/s
2023-04-18 14:07:25,1.24 req/s,1.24 req/s,0 req/s
2023-04-18 14:07:30,1.16 req/s,1.16 req/s,0 req/s
2023-04-18 14:07:35,1.09 req/s,1.09 req/s,0 req/s
2023-04-18 14:07:40,1 req/s,1 req/s,0 req/s
2023-04-18 14:07:45,0.927 req/s,0.927 req/s,0 req/s
2023-04-18 14:07:50,0.818 req/s,0.818 req/s,0 req/s
2023-04-18 14:07:55,0.745 req/s,0.745 req/s,0 req/s
2023-04-18 14:08:00,0.655 req/s,0.655 req/s,0 req/s
2023-04-18 14:08:05,0.600 req/s,0.600 req/s,0 req/s
2023-04-18 14:08:10,0.564 req/s,0.564 req/s,0 req/s
2023-04-18 14:08:15,0.564 req/s,0.564 req/s,0 req/s
2023-04-18 14:08:20,0.564 req/s,0.564 req/s,0 req/s
2023-04-18 14:08:25,0.564 req/s,0.564 req/s,0 req/s
2023-04-18 14:08:30,0.564 req/s,0.564 req/s,0 req/s
2023-04-18 14:08:35,0.564 req/s,0.564 req/s,0 req/s
2023-04-18 14:08:40,0.564 req/s,0.564 req/s,0 req/s
2023-04-18 14:08:45,0.582 req/s,0.582 req/s,0 req/s
2023-04-18 14:08:50,0.564 req/s,0.564 req/s,0 req/s
2023-04-18 14:08:55,0.582 req/s,0.582 req/s,0 req/s
2023-04-18 14:09:00,0.564 req/s,0.564 req/s,0 req/s
2023-04-18 14:09:05,0.564 req/s,0.564 req/s,0 req/s
2023-04-18 14:09:10,0.545 req/s,0.545 req/s,0 req/s
2023-04-18 14:09:15,0.564 req/s,0.564 req/s,0 req/s
2023-04-18 14:09:20,0.564 req/s,0.564 req/s,0 req/s
2023-04-18 14:09:25,0.564 req/s,0.564 req/s,0 req/s
2023-04-18 14:09:30,0.564 req/s,0.564 req/s,0 req/s
2023-04-18 14:09:35,0.564 req/s,0.564 req/s,0 req/s
2023-04-18 14:09:40,0.564 req/s,0.564 req/s,0 req/s
2023-04-18 14:09:45,0.564 req/s,0.564 req/s,0 req/s
2023-04-18 14:09:50,0.564 req/s,0.564 req/s,0 req/s
2023-04-18 14:09:55,0.564 req/s,0.564 req/s,0 req/s
2023-04-18 14:10:00,0.564 req/s,0.564 req/s,0 req/s
2023-04-18 14:10:05,0.582 req/s,0.582 req/s,0 req/s
2023-04-18 14:10:10,0.545 req/s,0.545 req/s,0 req/s
2023-04-18 14:10:15,0.564 req/s,0.564 req/s,0 req/s
2023-04-18 14:10:20,0.564 req/s,0.564 req/s,0 req/s
2023-04-18 14:10:25,0.545 req/s,0.545 req/s,0 req/s
2023-04-18 14:10:30,0.545 req/s,0.545 req/s,0 req/s
2023-04-18 14:10:35,0.527 req/s,0.527 req/s,0 req/s
2023-04-18 14:10:40,0.509 req/s,0.509 req/s,0 req/s
2023-04-18 14:10:45,0.491 req/s,0.491 req/s,0 req/s
2023-04-18 14:10:50,0.455 req/s,0.455 req/s,0 req/s
2023-04-18 14:10:55,0.455 req/s,0.455 req/s,0 req/s
2023-04-18 14:11:00,0.436 req/s,0.436 req/s,0 req/s
2023-04-18 14:11:05,0.436 req/s,0.436 req/s,0 req/s
2023-04-18 14:11:10,0.400 req/s,0.400 req/s,0 req/s
2023-04-18 14:11:15,0.364 req/s,0.364 req/s,0 req/s
2023-04-18 14:11:20,0.364 req/s,0.364 req/s,0 req/s
2023-04-18 14:11:25,0.364 req/s,0.364 req/s,0 req/s
2023-04-18 14:11:30,0.364 req/s,0.364 req/s,0 req/s
2023-04-18 14:11:35,0.364 req/s,0.364 req/s,0 req/s
2023-04-18 14:11:40,0.345 req/s,0.345 req/s,0 req/s
2023-04-18 14:11:45,0.364 req/s,0.364 req/s,0 req/s
2023-04-18 14:11:50,0.364 req/s,0.364 req/s,0 req/s
2023-04-18 14:11:55,0.364 req/s,0.364 req/s,0 req/s
2023-04-18 14:12:00,0.345 req/s,0.345 req/s,0 req/s
2023-04-18 14:12:05,0.364 req/s,0.364 req/s,0 req/s
2023-04-18 14:12:10,0.364 req/s,0.364 req/s,0 req/s
2023-04-18 14:12:15,0.364 req/s,0.364 req/s,0 req/s
2023-04-18 14:12:20,0.364 req/s,0.364 req/s,0 req/s
2023-04-18 14:12:25,0.364 req/s,0.364 req/s,0 req/s
2023-04-18 14:12:30,0.345 req/s,0.345 req/s,0 req/s
2023-04-18 14:12:35,0.364 req/s,0.364 req/s,0 req/s
2023-04-18 14:12:40,0.364 req/s,0.364 req/s,0 req/s
2023-04-18 14:12:45,0.364 req/s,0.364 req/s,0 req/s
2023-04-18 14:12:50,0.364 req/s,0.364 req/s,0 req/s
2023-04-18 14:12:55,0.382 req/s,0.382 req/s,0 req/s
2023-04-18 14:13:00,0.345 req/s,0.345 req/s,0 req/s
2023-04-18 14:13:05,0.364 req/s,0.364 req/s,0 req/s
2023-04-18 14:13:10,0.364 req/s,0.364 req/s,0 req/s
2023-04-18 14:13:15,0.345 req/s,0.345 req/s,0 req/s
2023-04-18 14:13:20,0.345 req/s,0.345 req/s,0 req/s
2023-04-18 14:13:25,0.364 req/s,0.364 req/s,0 req/s
2023-04-18 14:13:30,0.418 req/s,0.418 req/s,0 req/s
2023-04-18 14:13:35,0.509 req/s,0.509 req/s,0 req/s
2023-04-18 14:13:40,0.545 req/s,0.545 req/s,0 req/s
2023-04-18 14:13:45,0.673 req/s,0.673 req/s,0 req/s
2023-04-18 14:13:50,0.764 req/s,0.764 req/s,0 req/s
2023-04-18 14:13:55,0.855 req/s,0.855 req/s,0 req/s
2023-04-18 14:14:00,0.927 req/s,0.927 req/s,0 req/s
2023-04-18 14:14:05,1.02 req/s,1.02 req/s,0 req/s
2023-04-18 14:14:10,1.13 req/s,1.13 req/s,0 req/s
2023-04-18 14:14:15,1.20 req/s,1.20 req/s,0 req/s
2023-04-18 14:14:20,1.29 req/s,1.29 req/s,0 req/s
2023-04-18 14:14:25,1.33 req/s,1.33 req/s,0 req/s
2023-04-18 14:14:30,1.29 req/s,1.29 req/s,0 req/s
2023-04-18 14:14:35,1.35 req/s,1.35 req/s,0 req/s
2023-04-18 14:14:40,1.31 req/s,1.31 req/s,0 req/s
2023-04-18 14:14:45,1.29 req/s,1.29 req/s,0 req/s
2023-04-18 14:14:50,1.31 req/s,1.31 req/s,0 req/s
2023-04-18 14:14:55,1.31 req/s,1.31 req/s,0 req/s
2023-04-18 14:15:00,1.31 req/s,1.31 req/s,0 req/s
2023-04-18 14:15:05,1.29 req/s,1.29 req/s,0 req/s
2023-04-18 14:15:10,1.31 req/s,1.31 req/s,0 req/s
2023-04-18 14:15:15,1.29 req/s,1.29 req/s,0 req/s
2023-04-18 14:15:20,1.29 req/s,1.29 req/s,0 req/s
2023-04-18 14:15:25,1.31 req/s,1.31 req/s,0 req/s
2023-04-18 14:15:30,1.31 req/s,1.31 req/s,0 req/s
2023-04-18 14:15:35,1.31 req/s,1.31 req/s,0 req/s
2023-04-18 14:15:40,1.31 req/s,1.31 req/s,0 req/s
2023-04-18 14:15:45,1.27 req/s,1.27 req/s,0 req/s
2023-04-18 14:15:50,1.29 req/s,1.29 req/s,0 req/s
2023-04-18 14:15:55,1.29 req/s,1.29 req/s,0 req/s
2023-04-18 14:16:00,1.31 req/s,1.31 req/s,0 req/s
2023-04-18 14:16:05,1.27 req/s,1.27 req/s,0 req/s
2023-04-18 14:16:10,1.31 req/s,1.31 req/s,0 req/s
2023-04-18 14:16:15,1.29 req/s,1.29 req/s,0 req/s
2023-04-18 14:16:20,1.31 req/s,1.31 req/s,0 req/s
2023-04-18 14:16:25,1.29 req/s,1.29 req/s,0 req/s
2023-04-18 14:16:30,1.25 req/s,1.25 req/s,0 req/s
2023-04-18 14:16:35,1.29 req/s,1.29 req/s,0 req/s
2023-04-18 14:16:40,1.31 req/s,1.31 req/s,0 req/s
2023-04-18 14:16:45,1.33 req/s,1.33 req/s,0 req/s
2023-04-18 14:16:50,1.29 req/s,1.29 req/s,0 req/s
2023-04-18 14:16:55,1.29 req/s,1.29 req/s,0 req/s
2023-04-18 14:17:00,1.31 req/s,1.31 req/s,0 req/s
2023-04-18 14:17:05,1.29 req/s,1.29 req/s,0 req/s
2023-04-18 14:17:10,1.31 req/s,1.31 req/s,0 req/s
2023-04-18 14:17:15,1.27 req/s,1.27 req/s,0 req/s
2023-04-18 14:17:20,1.31 req/s,1.31 req/s,0 req/s
2023-04-18 14:17:25,1.31 req/s,1.31 req/s,0 req/s
2023-04-18 14:17:30,1.40 req/s,1.40 req/s,0 req/s
2023-04-18 14:17:35,1.47 req/s,1.47 req/s,0 req/s
2023-04-18 14:17:40,1.58 req/s,1.58 req/s,0 req/s
2023-04-18 14:17:45,1.84 req/s,1.84 req/s,0 req/s
2023-04-18 14:17:50,1.89 req/s,1.89 req/s,0 req/s
2023-04-18 14:17:55,2.04 req/s,2.04 req/s,0 req/s
2023-04-18 14:18:00,2.20 req/s,2.20 req/s,0 req/s
2023-04-18 14:18:05,2.42 req/s,2.42 req/s,0 req/s
2023-04-18 14:18:10,2.49 req/s,2.49 req/s,0 req/s
2023-04-18 14:18:15,2.64 req/s,2.64 req/s,0 req/s
2023-04-18 14:18:20,2.75 req/s,2.73 req/s,0 req/s
2023-04-18 14:18:25,2.76 req/s,2.60 req/s,0.243 req/s
2023-04-18 14:18:30,2.91 req/s,2.62 req/s,0.384 req/s
2023-04-18 14:18:35,2.85 req/s,2.51 req/s,0.395 req/s
2023-04-18 14:18:40,2.89 req/s,2.36 req/s,0.580 req/s
2023-04-18 14:18:45,3.07 req/s,2.55 req/s,0.557 req/s
2023-04-18 14:18:50,3.05 req/s,2.53 req/s,0.541 req/s
2023-04-18 14:18:55,3.05 req/s,2.53 req/s,0.530 req/s
2023-04-18 14:19:00,2.89 req/s,2.36 req/s,0.522 req/s
2023-04-18 14:19:05,3 req/s,2.42 req/s,0.573 req/s
2023-04-18 14:19:10,2.96 req/s,2.31 req/s,0.640 req/s
2023-04-18 14:19:15,3.05 req/s,2.29 req/s,0.751 req/s
2023-04-18 14:19:20,3.11 req/s,2.42 req/s,0.691 req/s
2023-04-18 14:19:25,3 req/s,2.44 req/s,0.564 req/s
2023-04-18 14:19:30,3.11 req/s,2.58 req/s,0.527 req/s
2023-04-18 14:19:35,2.95 req/s,2.58 req/s,0.364 req/s
2023-04-18 14:19:40,2.95 req/s,2.51 req/s,0.436 req/s
2023-04-18 14:19:45,3.05 req/s,2.62 req/s,0.436 req/s
2023-04-18 14:19:50,3.04 req/s,2.60 req/s,0.436 req/s
2023-04-18 14:19:55,3.15 req/s,2.71 req/s,0.436 req/s
2023-04-18 14:20:00,3.02 req/s,2.64 req/s,0.382 req/s
2023-04-18 14:20:05,3.04 req/s,2.73 req/s,0.309 req/s
2023-04-18 14:20:10,3.04 req/s,2.76 req/s,0.273 req/s
2023-04-18 14:20:15,2.85 req/s,2.65 req/s,0.200 req/s
2023-04-18 14:20:20,2.89 req/s,2.69 req/s,0.200 req/s
2023-04-18 14:20:25,2.73 req/s,2.55 req/s,0.182 req/s
2023-04-18 14:20:30,2.69 req/s,2.53 req/s,0.164 req/s
2023-04-18 14:20:35,2.53 req/s,2.44 req/s,0.0909 req/s
2023-04-18 14:20:40,2.38 req/s,2.29 req/s,0.0909 req/s
2023-04-18 14:20:45,2.27 req/s,2.18 req/s,0.0909 req/s
2023-04-18 14:20:50,2.16 req/s,2.07 req/s,0.0909 req/s
2023-04-18 14:20:55,2.22 req/s,2.13 req/s,0.0909 req/s
2023-04-18 14:21:00,2.15 req/s,2.05 req/s,0.0909 req/s
2023-04-18 14:21:05,2.02 req/s,2.02 req/s,0 req/s
2023-04-18 14:21:10,2.07 req/s,2.07 req/s,0 req/s
2023-04-18 14:21:15,1.98 req/s,1.98 req/s,0 req/s
2023-04-18 14:21:20,2.00 req/s,2.00 req/s,0 req/s
2023-04-18 14:21:25,2.02 req/s,2.02 req/s,0 req/s
2023-04-18 14:21:30,2.02 req/s,2.02 req/s,0 req/s
2023-04-18 14:21:35,2.04 req/s,2.04 req/s,0 req/s
2023-04-18 14:21:40,2.04 req/s,2.04 req/s,0 req/s
2023-04-18 14:21:45,2.05 req/s,2.05 req/s,0 req/s
2023-04-18 14:21:50,2.04 req/s,2.04 req/s,0 req/s
2023-04-18 14:21:55,2.04 req/s,2.04 req/s,0 req/s
2023-04-18 14:22:00,2.04 req/s,2.04 req/s,0 req/s
2023-04-18 14:22:05,2.04 req/s,2.04 req/s,0 req/s
2023-04-18 14:22:10,2.05 req/s,2.05 req/s,0 req/s
2023-04-18 14:22:15,2.11 req/s,2.11 req/s,0 req/s
2023-04-18 14:22:20,2.07 req/s,2.07 req/s,0 req/s
2023-04-18 14:22:25,2.05 req/s,2.05 req/s,0 req/s
2023-04-18 14:22:30,2.04 req/s,2.04 req/s,0 req/s
2023-04-18 14:22:35,2.04 req/s,2.04 req/s,0 req/s
2023-04-18 14:22:40,2 req/s,2 req/s,0 req/s
2023-04-18 14:22:45,2.04 req/s,2.04 req/s,0 req/s
2023-04-18 14:22:50,2.02 req/s,2.02 req/s,0 req/s
2023-04-18 14:22:55,2.00 req/s,2.00 req/s,0 req/s
2023-04-18 14:23:00,2.04 req/s,2.04 req/s,0 req/s
2023-04-18 14:23:05,2.05 req/s,2.05 req/s,0 req/s
2023-04-18 14:23:10,2.00 req/s,2.00 req/s,0 req/s
2023-04-18 14:23:15,2.02 req/s,2.02 req/s,0 req/s
2023-04-18 14:23:20,2.04 req/s,2.04 req/s,0 req/s
2023-04-18 14:23:25,1.95 req/s,1.95 req/s,0 req/s
2023-04-18 14:23:30,1.98 req/s,1.98 req/s,0 req/s
2023-04-18 14:23:35,2.04 req/s,2.04 req/s,0 req/s
2023-04-18 14:23:40,2.09 req/s,2.09 req/s,0 req/s
2023-04-18 14:23:45,2.11 req/s,2.11 req/s,0 req/s
2023-04-18 14:23:50,2.22 req/s,2.22 req/s,0 req/s
2023-04-18 14:23:55,2.20 req/s,2.20 req/s,0 req/s
2023-04-18 14:24:00,2.22 req/s,2.22 req/s,0 req/s
2023-04-18 14:24:05,2.27 req/s,2.27 req/s,0 req/s
2023-04-18 14:24:10,2.31 req/s,2.31 req/s,0 req/s
2023-04-18 14:24:15,2.22 req/s,2.22 req/s,0 req/s
2023-04-18 14:24:20,2.35 req/s,2.35 req/s,0 req/s
2023-04-18 14:24:25,2.33 req/s,2.33 req/s,0 req/s
2023-04-18 14:24:30,2.49 req/s,2.49 req/s,0 req/s
2023-04-18 14:24:35,2.44 req/s,2.44 req/s,0 req/s
2023-04-18 14:24:40,2.49 req/s,2.49 req/s,0 req/s
2023-04-18 14:24:45,2.42 req/s,2.42 req/s,0 req/s
2023-04-18 14:24:50,2.44 req/s,2.44 req/s,0 req/s
2023-04-18 14:24:55,2.47 req/s,2.47 req/s,0 req/s
2023-04-18 14:25:00,2.40 req/s,2.40 req/s,0 req/s
2023-04-18 14:25:05,2.40 req/s,2.40 req/s,0 req/s
2023-04-18 14:25:10,2.51 req/s,2.47 req/s,0.0364 req/s
2023-04-18 14:25:15,2.60 req/s,2.56 req/s,0.0364 req/s
2023-04-18 14:25:20,2.58 req/s,2.55 req/s,0.0364 req/s
2023-04-18 14:25:25,2.45 req/s,2.42 req/s,0.0364 req/s
2023-04-18 14:25:30,2.44 req/s,2.40 req/s,0.0364 req/s
2023-04-18 14:25:35,2.44 req/s,2.40 req/s,0.0364 req/s
2023-04-18 14:25:40,2.49 req/s,2.45 req/s,0.0364 req/s
2023-04-18 14:25:45,2.47 req/s,2.44 req/s,0.0364 req/s
2023-04-18 14:25:50,2.45 req/s,2.42 req/s,0.0364 req/s
2023-04-18 14:25:55,2.53 req/s,2.49 req/s,0.0364 req/s
2023-04-18 14:26:00,2.51 req/s,2.47 req/s,0.0364 req/s
2023-04-18 14:26:05,2.69 req/s,2.69 req/s,0 req/s
2023-04-18 14:26:10,2.56 req/s,2.56 req/s,0 req/s
2023-04-18 14:26:15,2.67 req/s,2.56 req/s,0.109 req/s
2023-04-18 14:26:20,2.76 req/s,2.49 req/s,0.273 req/s
2023-04-18 14:26:25,2.87 req/s,2.42 req/s,0.455 req/s
2023-04-18 14:26:30,2.98 req/s,2.27 req/s,0.709 req/s
2023-04-18 14:26:35,3.07 req/s,2.16 req/s,0.909 req/s
2023-04-18 14:26:40,3.18 req/s,2.05 req/s,1.13 req/s
2023-04-18 14:26:45,3.33 req/s,1.89 req/s,1.44 req/s
2023-04-18 14:26:50,3.44 req/s,1.91 req/s,1.53 req/s
2023-04-18 14:26:55,3.62 req/s,1.85 req/s,1.76 req/s
2023-04-18 14:27:00,3.60 req/s,1.55 req/s,2.05 req/s
2023-04-18 14:27:05,3.67 req/s,1.56 req/s,2.11 req/s
2023-04-18 14:27:10,3.69 req/s,1.49 req/s,2.20 req/s
2023-04-18 14:27:15,3.76 req/s,1.44 req/s,2.33 req/s
2023-04-18 14:27:20,3.89 req/s,1.55 req/s,2.35 req/s
2023-04-18 14:27:25,3.87 req/s,1.78 req/s,2.09 req/s
2023-04-18 14:27:30,3.82 req/s,1.84 req/s,1.98 req/s
2023-04-18 14:27:35,3.82 req/s,1.82 req/s,2.00 req/s
2023-04-18 14:27:40,3.87 req/s,1.93 req/s,1.95 req/s
2023-04-18 14:27:45,3.82 req/s,1.95 req/s,1.87 req/s
2023-04-18 14:27:50,3.75 req/s,2.07 req/s,1.67 req/s
2023-04-18 14:27:55,3.47 req/s,2.09 req/s,1.38 req/s
2023-04-18 14:28:00,3.31 req/s,1.98 req/s,1.33 req/s
2023-04-18 14:28:05,3.07 req/s,1.95 req/s,1.13 req/s
2023-04-18 14:28:10,2.76 req/s,1.93 req/s,0.836 req/s
2023-04-18 14:28:15,2.45 req/s,1.82 req/s,0.636 req/s
2023-04-18 14:28:20,2.20 req/s,1.56 req/s,0.636 req/s
2023-04-18 14:28:25,2 req/s,1.45 req/s,0.545 req/s
2023-04-18 14:28:30,1.82 req/s,1.51 req/s,0.309 req/s
2023-04-18 14:28:35,1.45 req/s,1.40 req/s,0.0545 req/s
2023-04-18 14:28:40,1.29 req/s,1.25 req/s,0.0364 req/s
2023-04-18 14:28:45,1.09 req/s,1.09 req/s,0 req/s
2023-04-18 14:28:50,1.07 req/s,1.07 req/s,0 req/s
2023-04-18 14:28:55,1.04 req/s,1.04 req/s,0 req/s
2023-04-18 14:29:00,1.09 req/s,1.09 req/s,0 req/s
2023-04-18 14:29:05,1.09 req/s,1.09 req/s,0 req/s
2023-04-18 14:29:10,1.05 req/s,1.05 req/s,0 req/s
2023-04-18 14:29:15,1.05 req/s,1.05 req/s,0 req/s
2023-04-18 14:29:20,1.05 req/s,1.05 req/s,0 req/s
2023-04-18 14:29:25,1.04 req/s,1.04 req/s,0 req/s
2023-04-18 14:29:30,1.05 req/s,1.05 req/s,0 req/s
2023-04-18 14:29:35,1.07 req/s,1.07 req/s,0 req/s
2023-04-18 14:29:40,1.04 req/s,1.04 req/s,0 req/s
2023-04-18 14:29:45,1.04 req/s,1.04 req/s,0 req/s
2023-04-18 14:29:50,1.09 req/s,1.09 req/s,0 req/s
2023-04-18 14:29:55,1.07 req/s,1.07 req/s,0 req/s
2023-04-18 14:30:00,1.05 req/s,1.05 req/s,0 req/s
2023-04-18 14:30:05,1.05 req/s,1.05 req/s,0 req/s
2023-04-18 14:30:10,1.05 req/s,1.05 req/s,0 req/s
2023-04-18 14:30:15,1.09 req/s,1.09 req/s,0 req/s
2023-04-18 14:30:20,1.09 req/s,1.09 req/s,0 req/s
2023-04-18 14:30:25,1.07 req/s,1.07 req/s,0 req/s
2023-04-18 14:30:30,1.04 req/s,1.04 req/s,0 req/s
2023-04-18 14:30:35,1.05 req/s,1.05 req/s,0 req/s
2023-04-18 14:30:40,1.09 req/s,1.09 req/s,0 req/s
2023-04-18 14:30:45,1.04 req/s,1.04 req/s,0 req/s
2023-04-18 14:30:50,1.05 req/s,1.05 req/s,0 req/s
2023-04-18 14:30:55,1.07 req/s,1.07 req/s,0 req/s
2023-04-18 14:31:00,1.07 req/s,1.07 req/s,0 req/s
2023-04-18 14:31:05,1.07 req/s,1.07 req/s,0 req/s
2023-04-18 14:31:10,1.05 req/s,1.05 req/s,0 req/s
2023-04-18 14:31:15,1.05 req/s,1.05 req/s,0 req/s
2023-04-18 14:31:20,1.07 req/s,1.07 req/s,0 req/s
2023-04-18 14:31:25,1.05 req/s,1.05 req/s,0 req/s
2023-04-18 14:31:30,1.22 req/s,1.22 req/s,0 req/s
2023-04-18 14:31:35,1.29 req/s,1.22 req/s,0.0727 req/s
2023-04-18 14:31:40,1.65 req/s,1.35 req/s,0.309 req/s
2023-04-18 14:31:45,1.87 req/s,1.35 req/s,0.527 req/s
2023-04-18 14:31:50,2.15 req/s,1.31 req/s,0.836 req/s
2023-04-18 14:31:55,2.36 req/s,1.29 req/s,1.07 req/s
