"Time","total-req-rate","ok-req-rate","error-req-rate"
2023-04-18 15:53:45,1.42 req/s,1.42 req/s,0 req/s
2023-04-18 15:53:50,1.47 req/s,1.47 req/s,0 req/s
2023-04-18 15:53:55,1.45 req/s,1.45 req/s,0 req/s
2023-04-18 15:54:00,1.40 req/s,1.40 req/s,0 req/s
2023-04-18 15:54:05,1.42 req/s,1.42 req/s,0 req/s
2023-04-18 15:54:10,1.42 req/s,1.42 req/s,0 req/s
2023-04-18 15:54:15,1.40 req/s,1.40 req/s,0 req/s
2023-04-18 15:54:20,1.44 req/s,1.44 req/s,0 req/s
2023-04-18 15:54:25,1.45 req/s,1.45 req/s,0 req/s
2023-04-18 15:54:30,1.44 req/s,1.44 req/s,0 req/s
2023-04-18 15:54:35,1.44 req/s,1.44 req/s,0 req/s
2023-04-18 15:54:40,1.42 req/s,1.42 req/s,0 req/s
2023-04-18 15:54:45,1.42 req/s,1.42 req/s,0 req/s
2023-04-18 15:54:50,1.42 req/s,1.42 req/s,0 req/s
2023-04-18 15:54:55,1.45 req/s,1.45 req/s,0 req/s
2023-04-18 15:55:00,1.44 req/s,1.44 req/s,0 req/s
2023-04-18 15:55:05,1.45 req/s,1.45 req/s,0 req/s
2023-04-18 15:55:10,1.44 req/s,1.44 req/s,0 req/s
2023-04-18 15:55:15,1.44 req/s,1.44 req/s,0 req/s
2023-04-18 15:55:20,1.44 req/s,1.44 req/s,0 req/s
2023-04-18 15:55:25,1.38 req/s,1.38 req/s,0 req/s
2023-04-18 15:55:30,1.42 req/s,1.42 req/s,0 req/s
2023-04-18 15:55:35,1.44 req/s,1.44 req/s,0 req/s
2023-04-18 15:55:40,1.42 req/s,1.42 req/s,0 req/s
2023-04-18 15:55:45,1.40 req/s,1.40 req/s,0 req/s
2023-04-18 15:55:50,1.42 req/s,1.42 req/s,0 req/s
2023-04-18 15:55:55,1.40 req/s,1.40 req/s,0 req/s
2023-04-18 15:56:00,1.40 req/s,1.40 req/s,0 req/s
2023-04-18 15:56:05,1.40 req/s,1.40 req/s,0 req/s
2023-04-18 15:56:10,1.38 req/s,1.38 req/s,0 req/s
2023-04-18 15:56:15,1.36 req/s,1.36 req/s,0 req/s
2023-04-18 15:56:20,1.40 req/s,1.40 req/s,0 req/s
2023-04-18 15:56:25,1.36 req/s,1.36 req/s,0 req/s
2023-04-18 15:56:30,1.36 req/s,1.36 req/s,0 req/s
2023-04-18 15:56:35,1.35 req/s,1.35 req/s,0 req/s
2023-04-18 15:56:40,1.36 req/s,1.36 req/s,0 req/s
2023-04-18 15:56:45,1.33 req/s,1.33 req/s,0 req/s
2023-04-18 15:56:50,1.31 req/s,1.31 req/s,0 req/s
2023-04-18 15:56:55,1.33 req/s,1.33 req/s,0 req/s
2023-04-18 15:57:00,1.33 req/s,1.33 req/s,0 req/s
2023-04-18 15:57:05,1.31 req/s,1.31 req/s,0 req/s
2023-04-18 15:57:10,1.31 req/s,1.31 req/s,0 req/s
2023-04-18 15:57:15,1.31 req/s,1.31 req/s,0 req/s
2023-04-18 15:57:20,1.33 req/s,1.33 req/s,0 req/s
2023-04-18 15:57:25,1.33 req/s,1.33 req/s,0 req/s
2023-04-18 15:57:30,1.31 req/s,1.31 req/s,0 req/s
2023-04-18 15:57:35,1.31 req/s,1.31 req/s,0 req/s
2023-04-18 15:57:40,1.31 req/s,1.31 req/s,0 req/s
2023-04-18 15:57:45,1.36 req/s,1.36 req/s,0 req/s
2023-04-18 15:57:50,1.33 req/s,1.33 req/s,0 req/s
2023-04-18 15:57:55,1.33 req/s,1.33 req/s,0 req/s
2023-04-18 15:58:00,1.35 req/s,1.35 req/s,0 req/s
2023-04-18 15:58:05,1.31 req/s,1.31 req/s,0 req/s
2023-04-18 15:58:10,1.36 req/s,1.36 req/s,0 req/s
2023-04-18 15:58:15,1.35 req/s,1.35 req/s,0 req/s
2023-04-18 15:58:20,1.31 req/s,1.31 req/s,0 req/s
2023-04-18 15:58:25,1.33 req/s,1.33 req/s,0 req/s
2023-04-18 15:58:30,1.33 req/s,1.33 req/s,0 req/s
2023-04-18 15:58:35,1.36 req/s,1.36 req/s,0 req/s
2023-04-18 15:58:40,1.29 req/s,1.29 req/s,0 req/s
2023-04-18 15:58:45,1.33 req/s,1.33 req/s,0 req/s
2023-04-18 15:58:50,1.33 req/s,1.33 req/s,0 req/s
2023-04-18 15:58:55,1.29 req/s,1.29 req/s,0 req/s
2023-04-18 15:59:00,1.35 req/s,1.35 req/s,0 req/s
2023-04-18 15:59:05,1.31 req/s,1.31 req/s,0 req/s
2023-04-18 15:59:10,1.35 req/s,1.35 req/s,0 req/s
2023-04-18 15:59:15,1.33 req/s,1.33 req/s,0 req/s
2023-04-18 15:59:20,1.38 req/s,1.38 req/s,0 req/s
2023-04-18 15:59:25,1.40 req/s,1.40 req/s,0 req/s
2023-04-18 15:59:30,1.36 req/s,1.36 req/s,0 req/s
2023-04-18 15:59:35,1.42 req/s,1.42 req/s,0 req/s
2023-04-18 15:59:40,1.44 req/s,1.44 req/s,0 req/s
2023-04-18 15:59:45,1.42 req/s,1.42 req/s,0 req/s
2023-04-18 15:59:50,1.47 req/s,1.47 req/s,0 req/s
2023-04-18 15:59:55,1.45 req/s,1.45 req/s,0 req/s
2023-04-18 16:00:00,1.44 req/s,1.44 req/s,0 req/s
2023-04-18 16:00:05,1.45 req/s,1.45 req/s,0 req/s
2023-04-18 16:00:10,1.47 req/s,1.47 req/s,0 req/s
2023-04-18 16:00:15,1.47 req/s,1.47 req/s,0 req/s
2023-04-18 16:00:20,1.45 req/s,1.45 req/s,0 req/s
2023-04-18 16:00:25,1.45 req/s,1.45 req/s,0 req/s
2023-04-18 16:00:30,1.49 req/s,1.49 req/s,0 req/s
2023-04-18 16:00:35,1.44 req/s,1.44 req/s,0 req/s
2023-04-18 16:00:40,1.44 req/s,1.44 req/s,0 req/s
2023-04-18 16:00:45,1.47 req/s,1.47 req/s,0 req/s
2023-04-18 16:00:50,1.45 req/s,1.45 req/s,0 req/s
2023-04-18 16:00:55,1.49 req/s,1.49 req/s,0 req/s
2023-04-18 16:01:00,1.45 req/s,1.45 req/s,0 req/s
2023-04-18 16:01:05,1.49 req/s,1.49 req/s,0 req/s
2023-04-18 16:01:10,1.44 req/s,1.44 req/s,0 req/s
2023-04-18 16:01:15,1.42 req/s,1.42 req/s,0 req/s
2023-04-18 16:01:20,1.45 req/s,1.45 req/s,0 req/s
2023-04-18 16:01:25,1.44 req/s,1.44 req/s,0 req/s
2023-04-18 16:01:30,1.56 req/s,1.56 req/s,0 req/s
2023-04-18 16:01:35,1.64 req/s,1.64 req/s,0 req/s
2023-04-18 16:01:40,1.65 req/s,1.65 req/s,0 req/s
2023-04-18 16:01:45,1.76 req/s,1.76 req/s,0 req/s
2023-04-18 16:01:50,1.78 req/s,1.78 req/s,0 req/s
2023-04-18 16:01:55,1.87 req/s,1.87 req/s,0 req/s
2023-04-18 16:02:00,1.96 req/s,1.96 req/s,0 req/s
2023-04-18 16:02:05,2.04 req/s,2.04 req/s,0 req/s
2023-04-18 16:02:10,2.09 req/s,2.09 req/s,0 req/s
2023-04-18 16:02:15,2.16 req/s,2.16 req/s,0 req/s
2023-04-18 16:02:20,2.22 req/s,2.22 req/s,0 req/s
2023-04-18 16:02:25,2.20 req/s,2.20 req/s,0 req/s
2023-04-18 16:02:30,2.20 req/s,2.20 req/s,0 req/s
2023-04-18 16:02:35,2.20 req/s,2.20 req/s,0 req/s
2023-04-18 16:02:40,2.25 req/s,2.25 req/s,0 req/s
2023-04-18 16:02:45,2.22 req/s,2.22 req/s,0 req/s
2023-04-18 16:02:50,2.25 req/s,2.25 req/s,0 req/s
2023-04-18 16:02:55,2.20 req/s,2.20 req/s,0 req/s
2023-04-18 16:03:00,2.25 req/s,2.25 req/s,0 req/s
2023-04-18 16:03:05,2.29 req/s,2.29 req/s,0 req/s
2023-04-18 16:03:10,2.22 req/s,2.22 req/s,0 req/s
2023-04-18 16:03:15,2.25 req/s,2.25 req/s,0 req/s
2023-04-18 16:03:20,2.24 req/s,2.24 req/s,0 req/s
2023-04-18 16:03:25,2.27 req/s,2.27 req/s,0 req/s
2023-04-18 16:03:30,2.25 req/s,2.25 req/s,0 req/s
2023-04-18 16:03:35,2.22 req/s,2.22 req/s,0 req/s
2023-04-18 16:03:40,2.29 req/s,2.29 req/s,0 req/s
2023-04-18 16:03:45,2.24 req/s,2.24 req/s,0 req/s
2023-04-18 16:03:50,2.22 req/s,2.22 req/s,0 req/s
2023-04-18 16:03:55,2.13 req/s,2.13 req/s,0 req/s
2023-04-18 16:04:00,2.05 req/s,2.05 req/s,0 req/s
2023-04-18 16:04:05,2.05 req/s,2.05 req/s,0 req/s
2023-04-18 16:04:10,1.95 req/s,1.95 req/s,0 req/s
2023-04-18 16:04:15,1.91 req/s,1.91 req/s,0 req/s
2023-04-18 16:04:20,1.78 req/s,1.78 req/s,0 req/s
2023-04-18 16:04:25,1.80 req/s,1.80 req/s,0 req/s
2023-04-18 16:04:30,1.69 req/s,1.69 req/s,0 req/s
2023-04-18 16:04:35,1.65 req/s,1.65 req/s,0 req/s
2023-04-18 16:04:40,1.60 req/s,1.60 req/s,0 req/s
2023-04-18 16:04:45,1.55 req/s,1.55 req/s,0 req/s
2023-04-18 16:04:50,1.55 req/s,1.55 req/s,0 req/s
2023-04-18 16:04:55,1.60 req/s,1.60 req/s,0 req/s
2023-04-18 16:05:00,1.56 req/s,1.56 req/s,0 req/s
2023-04-18 16:05:05,1.60 req/s,1.60 req/s,0 req/s
2023-04-18 16:05:10,1.56 req/s,1.56 req/s,0 req/s
2023-04-18 16:05:15,1.62 req/s,1.62 req/s,0 req/s
2023-04-18 16:05:20,1.55 req/s,1.55 req/s,0 req/s
2023-04-18 16:05:25,1.58 req/s,1.58 req/s,0 req/s
2023-04-18 16:05:30,1.56 req/s,1.56 req/s,0 req/s
2023-04-18 16:05:35,1.56 req/s,1.56 req/s,0 req/s
2023-04-18 16:05:40,1.60 req/s,1.60 req/s,0 req/s
2023-04-18 16:05:45,1.58 req/s,1.58 req/s,0 req/s
2023-04-18 16:05:50,1.51 req/s,1.51 req/s,0 req/s
2023-04-18 16:05:55,1.56 req/s,1.56 req/s,0 req/s
2023-04-18 16:06:00,1.55 req/s,1.55 req/s,0 req/s
2023-04-18 16:06:05,1.56 req/s,1.56 req/s,0 req/s
2023-04-18 16:06:10,1.58 req/s,1.58 req/s,0 req/s
2023-04-18 16:06:15,1.58 req/s,1.58 req/s,0 req/s
2023-04-18 16:06:20,1.56 req/s,1.56 req/s,0 req/s
2023-04-18 16:06:25,1.58 req/s,1.58 req/s,0 req/s
2023-04-18 16:06:30,1.58 req/s,1.58 req/s,0 req/s
2023-04-18 16:06:35,1.58 req/s,1.58 req/s,0 req/s
2023-04-18 16:06:40,1.56 req/s,1.56 req/s,0 req/s
2023-04-18 16:06:45,1.60 req/s,1.60 req/s,0 req/s
2023-04-18 16:06:50,1.60 req/s,1.60 req/s,0 req/s
2023-04-18 16:06:55,1.58 req/s,1.58 req/s,0 req/s
2023-04-18 16:07:00,1.58 req/s,1.58 req/s,0 req/s
2023-04-18 16:07:05,1.55 req/s,1.55 req/s,0 req/s
2023-04-18 16:07:10,1.60 req/s,1.60 req/s,0 req/s
2023-04-18 16:07:15,1.58 req/s,1.58 req/s,0 req/s
2023-04-18 16:07:20,1.55 req/s,1.55 req/s,0 req/s
2023-04-18 16:07:25,1.58 req/s,1.58 req/s,0 req/s
2023-04-18 16:07:30,1.53 req/s,1.53 req/s,0 req/s
2023-04-18 16:07:35,1.60 req/s,1.60 req/s,0 req/s
2023-04-18 16:07:40,1.60 req/s,1.60 req/s,0 req/s
2023-04-18 16:07:45,1.56 req/s,1.56 req/s,0 req/s
2023-04-18 16:07:50,1.60 req/s,1.60 req/s,0 req/s
2023-04-18 16:07:55,1.56 req/s,1.56 req/s,0 req/s
2023-04-18 16:08:00,1.71 req/s,1.71 req/s,0 req/s
2023-04-18 16:08:05,1.89 req/s,1.89 req/s,0 req/s
2023-04-18 16:08:10,1.89 req/s,1.89 req/s,0 req/s
2023-04-18 16:08:15,2.04 req/s,1.91 req/s,0.127 req/s
2023-04-18 16:08:20,2.20 req/s,1.85 req/s,0.345 req/s
2023-04-18 16:08:25,2.38 req/s,1.91 req/s,0.473 req/s
2023-04-18 16:08:30,2.53 req/s,1.87 req/s,0.655 req/s
2023-04-18 16:08:35,2.64 req/s,1.89 req/s,0.745 req/s
2023-04-18 16:08:40,2.87 req/s,1.87 req/s,1.000 req/s
2023-04-18 16:08:45,3 req/s,1.87 req/s,1.13 req/s
2023-04-18 16:08:50,3.22 req/s,1.91 req/s,1.31 req/s
2023-04-18 16:08:55,3.29 req/s,1.80 req/s,1.49 req/s
2023-04-18 16:09:00,3.25 req/s,1.65 req/s,1.60 req/s
2023-04-18 16:09:05,3.44 req/s,1.80 req/s,1.64 req/s
2023-04-18 16:09:10,3.38 req/s,1.71 req/s,1.67 req/s
2023-04-18 16:09:15,3.44 req/s,1.76 req/s,1.67 req/s
2023-04-18 16:09:20,3.51 req/s,1.93 req/s,1.58 req/s
2023-04-18 16:09:25,3.44 req/s,1.96 req/s,1.47 req/s
2023-04-18 16:09:30,3.38 req/s,1.98 req/s,1.40 req/s
2023-04-18 16:09:35,3.07 req/s,1.93 req/s,1.15 req/s
2023-04-18 16:09:40,2.87 req/s,1.85 req/s,1.02 req/s
2023-04-18 16:09:45,2.60 req/s,1.76 req/s,0.836 req/s
2023-04-18 16:09:50,2.35 req/s,1.69 req/s,0.655 req/s
2023-04-18 16:09:55,2.11 req/s,1.56 req/s,0.545 req/s
2023-04-18 16:10:00,1.85 req/s,1.35 req/s,0.509 req/s
2023-04-18 16:10:05,1.73 req/s,1.38 req/s,0.345 req/s
2023-04-18 16:10:10,1.40 req/s,1.27 req/s,0.127 req/s
2023-04-18 16:10:15,1.13 req/s,1.04 req/s,0.0909 req/s
2023-04-18 16:10:20,0.927 req/s,0.909 req/s,0.0182 req/s
2023-04-18 16:10:25,0.818 req/s,0.818 req/s,0 req/s
2023-04-18 16:10:30,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:10:35,0.800 req/s,0.800 req/s,0 req/s
2023-04-18 16:10:40,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:10:45,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:10:50,0.818 req/s,0.818 req/s,0 req/s
2023-04-18 16:10:55,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:11:00,0.818 req/s,0.818 req/s,0 req/s
2023-04-18 16:11:05,0.818 req/s,0.818 req/s,0 req/s
2023-04-18 16:11:10,0.818 req/s,0.818 req/s,0 req/s
2023-04-18 16:11:15,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:11:20,0.782 req/s,0.782 req/s,0 req/s
2023-04-18 16:11:25,0.818 req/s,0.818 req/s,0 req/s
2023-04-18 16:11:30,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:11:35,0.818 req/s,0.818 req/s,0 req/s
2023-04-18 16:11:40,0.800 req/s,0.800 req/s,0 req/s
2023-04-18 16:11:45,0.800 req/s,0.800 req/s,0 req/s
2023-04-18 16:11:50,0.818 req/s,0.818 req/s,0 req/s
2023-04-18 16:11:55,0.800 req/s,0.800 req/s,0 req/s
2023-04-18 16:12:00,0.818 req/s,0.818 req/s,0 req/s
2023-04-18 16:12:05,0.818 req/s,0.818 req/s,0 req/s
2023-04-18 16:12:10,0.800 req/s,0.800 req/s,0 req/s
2023-04-18 16:12:15,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:12:20,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:12:25,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:12:30,0.818 req/s,0.818 req/s,0 req/s
2023-04-18 16:12:35,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:12:40,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:12:45,0.818 req/s,0.818 req/s,0 req/s
2023-04-18 16:12:50,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:12:55,0.818 req/s,0.818 req/s,0 req/s
2023-04-18 16:13:00,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:13:05,0.855 req/s,0.855 req/s,0 req/s
2023-04-18 16:13:10,0.855 req/s,0.855 req/s,0 req/s
2023-04-18 16:13:15,0.818 req/s,0.818 req/s,0 req/s
2023-04-18 16:13:20,0.818 req/s,0.818 req/s,0 req/s
2023-04-18 16:13:25,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:13:30,0.818 req/s,0.818 req/s,0 req/s
2023-04-18 16:13:35,0.818 req/s,0.818 req/s,0 req/s
2023-04-18 16:13:40,0.818 req/s,0.818 req/s,0 req/s
2023-04-18 16:13:45,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:13:50,0.818 req/s,0.818 req/s,0 req/s
2023-04-18 16:13:55,0.800 req/s,0.800 req/s,0 req/s
2023-04-18 16:14:00,0.818 req/s,0.818 req/s,0 req/s
2023-04-18 16:14:05,0.818 req/s,0.818 req/s,0 req/s
2023-04-18 16:14:10,0.818 req/s,0.818 req/s,0 req/s
2023-04-18 16:14:15,0.818 req/s,0.818 req/s,0 req/s
2023-04-18 16:14:20,0.800 req/s,0.800 req/s,0 req/s
2023-04-18 16:14:25,0.800 req/s,0.800 req/s,0 req/s
2023-04-18 16:14:30,0.818 req/s,0.818 req/s,0 req/s
2023-04-18 16:14:35,0.800 req/s,0.800 req/s,0 req/s
2023-04-18 16:14:40,0.818 req/s,0.818 req/s,0 req/s
2023-04-18 16:14:45,0.855 req/s,0.855 req/s,0 req/s
2023-04-18 16:14:50,0.927 req/s,0.927 req/s,0 req/s
2023-04-18 16:14:55,0.982 req/s,0.982 req/s,0 req/s
2023-04-18 16:15:00,1.02 req/s,1.02 req/s,0 req/s
2023-04-18 16:15:05,1.09 req/s,1.09 req/s,0 req/s
2023-04-18 16:15:10,1.15 req/s,1.15 req/s,0 req/s
2023-04-18 16:15:15,1.25 req/s,1.25 req/s,0 req/s
2023-04-18 16:15:20,1.31 req/s,1.31 req/s,0 req/s
2023-04-18 16:15:25,1.35 req/s,1.35 req/s,0 req/s
2023-04-18 16:15:30,1.42 req/s,1.42 req/s,0 req/s
2023-04-18 16:15:35,1.47 req/s,1.47 req/s,0 req/s
2023-04-18 16:15:40,1.49 req/s,1.49 req/s,0 req/s
2023-04-18 16:15:45,1.49 req/s,1.49 req/s,0 req/s
2023-04-18 16:15:50,1.45 req/s,1.45 req/s,0 req/s
2023-04-18 16:15:55,1.53 req/s,1.53 req/s,0 req/s
2023-04-18 16:16:00,1.49 req/s,1.49 req/s,0 req/s
2023-04-18 16:16:05,1.49 req/s,1.49 req/s,0 req/s
2023-04-18 16:16:10,1.49 req/s,1.49 req/s,0 req/s
2023-04-18 16:16:15,1.51 req/s,1.51 req/s,0 req/s
2023-04-18 16:16:20,1.49 req/s,1.49 req/s,0 req/s
2023-04-18 16:16:25,1.49 req/s,1.49 req/s,0 req/s
2023-04-18 16:16:30,1.49 req/s,1.49 req/s,0 req/s
2023-04-18 16:16:35,1.51 req/s,1.51 req/s,0 req/s
2023-04-18 16:16:40,1.51 req/s,1.51 req/s,0 req/s
2023-04-18 16:16:45,1.53 req/s,1.53 req/s,0 req/s
2023-04-18 16:16:50,1.49 req/s,1.49 req/s,0 req/s
2023-04-18 16:16:55,1.53 req/s,1.53 req/s,0 req/s
2023-04-18 16:17:00,1.53 req/s,1.53 req/s,0 req/s
2023-04-18 16:17:05,1.49 req/s,1.49 req/s,0 req/s
2023-04-18 16:17:10,1.49 req/s,1.49 req/s,0 req/s
2023-04-18 16:17:15,1.47 req/s,1.47 req/s,0 req/s
2023-04-18 16:17:20,1.53 req/s,1.53 req/s,0 req/s
2023-04-18 16:17:25,1.51 req/s,1.51 req/s,0 req/s
2023-04-18 16:17:30,1.51 req/s,1.51 req/s,0 req/s
2023-04-18 16:17:35,1.51 req/s,1.51 req/s,0 req/s
2023-04-18 16:17:40,1.51 req/s,1.51 req/s,0 req/s
2023-04-18 16:17:45,1.51 req/s,1.51 req/s,0 req/s
2023-04-18 16:17:50,1.47 req/s,1.47 req/s,0 req/s
2023-04-18 16:17:55,1.49 req/s,1.49 req/s,0 req/s
2023-04-18 16:18:00,1.47 req/s,1.47 req/s,0 req/s
2023-04-18 16:18:05,1.40 req/s,1.40 req/s,0 req/s
2023-04-18 16:18:10,1.38 req/s,1.38 req/s,0 req/s
2023-04-18 16:18:15,1.27 req/s,1.27 req/s,0 req/s
2023-04-18 16:18:20,1.20 req/s,1.20 req/s,0 req/s
2023-04-18 16:18:25,1.16 req/s,1.16 req/s,0 req/s
2023-04-18 16:18:30,1.07 req/s,1.07 req/s,0 req/s
2023-04-18 16:18:35,1.05 req/s,1.05 req/s,0 req/s
2023-04-18 16:18:40,0.964 req/s,0.964 req/s,0 req/s
2023-04-18 16:18:45,0.945 req/s,0.945 req/s,0 req/s
2023-04-18 16:18:50,0.873 req/s,0.873 req/s,0 req/s
2023-04-18 16:18:55,0.855 req/s,0.855 req/s,0 req/s
2023-04-18 16:19:00,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:19:05,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:19:10,0.855 req/s,0.855 req/s,0 req/s
2023-04-18 16:19:15,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:19:20,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:19:25,0.855 req/s,0.855 req/s,0 req/s
2023-04-18 16:19:30,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:19:35,0.855 req/s,0.855 req/s,0 req/s
2023-04-18 16:19:40,0.855 req/s,0.855 req/s,0 req/s
2023-04-18 16:19:45,0.855 req/s,0.855 req/s,0 req/s
2023-04-18 16:19:50,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:19:55,0.855 req/s,0.855 req/s,0 req/s
2023-04-18 16:20:00,0.855 req/s,0.855 req/s,0 req/s
2023-04-18 16:20:05,0.855 req/s,0.855 req/s,0 req/s
2023-04-18 16:20:10,0.873 req/s,0.873 req/s,0 req/s
2023-04-18 16:20:15,0.855 req/s,0.855 req/s,0 req/s
2023-04-18 16:20:20,0.873 req/s,0.873 req/s,0 req/s
2023-04-18 16:20:25,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:20:30,0.818 req/s,0.818 req/s,0 req/s
2023-04-18 16:20:35,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:20:40,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:20:45,0.818 req/s,0.818 req/s,0 req/s
2023-04-18 16:20:50,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:20:55,0.873 req/s,0.873 req/s,0 req/s
2023-04-18 16:21:00,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:21:05,0.855 req/s,0.855 req/s,0 req/s
2023-04-18 16:21:10,0.855 req/s,0.855 req/s,0 req/s
2023-04-18 16:21:15,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:21:20,0.855 req/s,0.855 req/s,0 req/s
2023-04-18 16:21:25,0.891 req/s,0.891 req/s,0 req/s
2023-04-18 16:21:30,0.855 req/s,0.855 req/s,0 req/s
2023-04-18 16:21:35,0.855 req/s,0.855 req/s,0 req/s
2023-04-18 16:21:40,0.891 req/s,0.891 req/s,0 req/s
2023-04-18 16:21:45,0.873 req/s,0.873 req/s,0 req/s
2023-04-18 16:21:50,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:21:55,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:22:00,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:22:05,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:22:10,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:22:15,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:22:20,0.855 req/s,0.855 req/s,0 req/s
2023-04-18 16:22:25,0.855 req/s,0.855 req/s,0 req/s
2023-04-18 16:22:30,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:22:35,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:22:40,0.855 req/s,0.855 req/s,0 req/s
2023-04-18 16:22:45,0.855 req/s,0.855 req/s,0 req/s
2023-04-18 16:22:50,0.873 req/s,0.873 req/s,0 req/s
2023-04-18 16:22:55,0.873 req/s,0.873 req/s,0 req/s
2023-04-18 16:23:00,0.873 req/s,0.873 req/s,0 req/s
2023-04-18 16:23:05,0.855 req/s,0.855 req/s,0 req/s
2023-04-18 16:23:10,0.855 req/s,0.855 req/s,0 req/s
2023-04-18 16:23:15,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:23:20,0.836 req/s,0.836 req/s,0 req/s
2023-04-18 16:23:25,0.873 req/s,0.873 req/s,0 req/s
2023-04-18 16:23:30,0.873 req/s,0.873 req/s,0 req/s
2023-04-18 16:23:35,0.855 req/s,0.855 req/s,0 req/s
2023-04-18 16:23:40,0.855 req/s,0.855 req/s,0 req/s
2023-04-18 16:23:45,0.855 req/s,0.855 req/s,0 req/s
2023-04-18 16:23:50,0.927 req/s,0.927 req/s,0 req/s
2023-04-18 16:23:55,1.16 req/s,1.11 req/s,0.0545 req/s
2023-04-18 16:24:00,1.49 req/s,1.16 req/s,0.327 req/s
2023-04-18 16:24:05,1.80 req/s,1.22 req/s,0.582 req/s
2023-04-18 16:24:10,2.07 req/s,1.27 req/s,0.800 req/s
2023-04-18 16:24:15,2.35 req/s,1.25 req/s,1.09 req/s
2023-04-18 16:24:20,2.62 req/s,1.24 req/s,1.38 req/s
2023-04-18 16:24:25,2.91 req/s,1.22 req/s,1.69 req/s
2023-04-18 16:24:30,3.16 req/s,1.24 req/s,1.93 req/s
2023-04-18 16:24:35,3.45 req/s,1.24 req/s,2.22 req/s
2023-04-18 16:24:40,3.76 req/s,1.27 req/s,2.49 req/s
2023-04-18 16:24:45,3.91 req/s,1.27 req/s,2.64 req/s
2023-04-18 16:24:50,4.00 req/s,1.16 req/s,2.84 req/s
2023-04-18 16:24:55,3.95 req/s,1.24 req/s,2.71 req/s
2023-04-18 16:25:00,3.98 req/s,1.25 req/s,2.73 req/s
2023-04-18 16:25:05,3.93 req/s,1.15 req/s,2.78 req/s
2023-04-18 16:25:10,3.98 req/s,1.16 req/s,2.82 req/s
2023-04-18 16:25:15,4.00 req/s,1.16 req/s,2.84 req/s
2023-04-18 16:25:20,3.93 req/s,1.25 req/s,2.67 req/s
2023-04-18 16:25:25,3.98 req/s,1.25 req/s,2.73 req/s
2023-04-18 16:25:30,3.98 req/s,1.38 req/s,2.60 req/s
2023-04-18 16:25:35,3.93 req/s,1.42 req/s,2.51 req/s
2023-04-18 16:25:40,3.96 req/s,1.45 req/s,2.51 req/s
2023-04-18 16:25:45,3.69 req/s,1.44 req/s,2.25 req/s
2023-04-18 16:25:50,3.53 req/s,1.42 req/s,2.11 req/s
2023-04-18 16:25:55,3.27 req/s,1.44 req/s,1.84 req/s
2023-04-18 16:26:00,3.11 req/s,1.55 req/s,1.56 req/s
2023-04-18 16:26:05,2.84 req/s,1.60 req/s,1.24 req/s
2023-04-18 16:26:10,2.60 req/s,1.67 req/s,0.927 req/s
2023-04-18 16:26:15,2.45 req/s,1.67 req/s,0.782 req/s
2023-04-18 16:26:20,2.24 req/s,1.75 req/s,0.491 req/s
2023-04-18 16:26:25,2.02 req/s,1.69 req/s,0.327 req/s
2023-04-18 16:26:30,1.85 req/s,1.71 req/s,0.145 req/s
2023-04-18 16:26:35,1.65 req/s,1.65 req/s,0 req/s
