"Time","br-10cd1f6f3899 receive","docker0 receive","eth0 receive","eth1 receive","lo receive","vetha44c48b receive","br-10cd1f6f3899 transmit","docker0 transmit","eth0 transmit","eth1 transmit","lo transmit","vetha44c48b transmit"
2023-04-18 14:34:30,2.22 GB/s,0 kB/s,113 kB/s,1.51 GB/s,0 kB/s,2.24 GB/s,1.51 GB/s,0 kB/s,581 kB/s,2.24 GB/s,0 kB/s,1.51 GB/s
2023-04-18 14:34:35,3.56 GB/s,0 kB/s,0 kB/s,2.82 GB/s,0 kB/s,3.58 GB/s,2.82 GB/s,0 kB/s,0 kB/s,3.58 GB/s,0 kB/s,2.82 GB/s
2023-04-18 14:34:40,5.09 GB/s,0 kB/s,19.6 kB/s,2.60 GB/s,0 kB/s,5.10 GB/s,2.60 GB/s,0 kB/s,19.6 kB/s,5.10 GB/s,0 kB/s,2.60 GB/s
2023-04-18 14:34:45,4.02 GB/s,0 kB/s,120 kB/s,2.46 GB/s,0 kB/s,4.02 GB/s,2.46 GB/s,0 kB/s,120 kB/s,4.02 GB/s,0 kB/s,2.46 GB/s
2023-04-18 14:34:50,4.05 GB/s,0 kB/s,78.4 kB/s,2.59 GB/s,0 kB/s,4.06 GB/s,2.59 GB/s,0 kB/s,78.4 kB/s,4.06 GB/s,0 kB/s,2.59 GB/s
2023-04-18 14:34:55,5.34 GB/s,0 kB/s,11.6 kB/s,3.37 GB/s,0 kB/s,5.36 GB/s,3.37 GB/s,0 kB/s,10.8 kB/s,5.36 GB/s,0 kB/s,3.37 GB/s
2023-04-18 14:35:00,5.05 GB/s,0 kB/s,0 kB/s,3.78 GB/s,0 kB/s,5.05 GB/s,3.78 GB/s,0 kB/s,0 kB/s,5.05 GB/s,0 kB/s,3.78 GB/s
2023-04-18 14:35:05,3.34 GB/s,0 kB/s,37.6 kB/s,1.45 GB/s,0 kB/s,3.35 GB/s,1.44 GB/s,0 kB/s,32.4 kB/s,3.35 GB/s,0 kB/s,1.44 GB/s
2023-04-18 14:35:10,1.43 GB/s,0 kB/s,0 kB/s,1.05 GB/s,0 kB/s,1.44 GB/s,1.05 GB/s,0 kB/s,0 kB/s,1.44 GB/s,0 kB/s,1.05 GB/s
2023-04-18 14:35:15,5.60 GB/s,0 kB/s,0 kB/s,3.52 GB/s,0 kB/s,5.62 GB/s,3.52 GB/s,0 kB/s,0 kB/s,5.63 GB/s,0 kB/s,3.52 GB/s
2023-04-18 14:35:20,3.61 GB/s,0 kB/s,0 kB/s,2.38 GB/s,0 kB/s,3.63 GB/s,2.38 GB/s,0 kB/s,0 kB/s,3.63 GB/s,0 kB/s,2.38 GB/s
2023-04-18 14:35:25,3.50 GB/s,0 kB/s,44.8 kB/s,2.24 GB/s,0 kB/s,3.52 GB/s,2.24 GB/s,0 kB/s,21.6 kB/s,3.52 GB/s,0 kB/s,2.24 GB/s
2023-04-18 14:35:30,2.43 GB/s,0 kB/s,12 kB/s,1.57 GB/s,0 kB/s,2.44 GB/s,1.57 GB/s,0 kB/s,8.40 kB/s,2.44 GB/s,0 kB/s,1.57 GB/s
2023-04-18 14:35:35,3.18 GB/s,0 kB/s,11.2 kB/s,2.60 GB/s,0 kB/s,3.19 GB/s,2.60 GB/s,0 kB/s,10.8 kB/s,3.19 GB/s,0 kB/s,2.60 GB/s
2023-04-18 14:35:40,2.16 GB/s,0 kB/s,22.4 kB/s,873 MB/s,0 kB/s,2.17 GB/s,873 MB/s,0 kB/s,10.8 kB/s,2.17 GB/s,0 kB/s,873 MB/s
2023-04-18 14:35:45,2.55 GB/s,0 kB/s,0 kB/s,1.64 GB/s,0 kB/s,2.56 GB/s,1.64 GB/s,0 kB/s,0 kB/s,2.56 GB/s,0 kB/s,1.64 GB/s
2023-04-18 14:35:50,41.9 MB/s,0 kB/s,98 kB/s,59.8 MB/s,0 kB/s,43.5 MB/s,59.7 MB/s,0 kB/s,98 kB/s,45.4 MB/s,0 kB/s,59.7 MB/s
2023-04-18 14:35:55,69.1 MB/s,0 kB/s,120 kB/s,37.9 MB/s,0 kB/s,70.8 MB/s,37.8 MB/s,0 kB/s,120 kB/s,72.7 MB/s,0 kB/s,37.8 MB/s
2023-04-18 14:36:00,1.02 GB/s,0 kB/s,0 kB/s,624 MB/s,0 kB/s,1.02 GB/s,624 MB/s,0 kB/s,0 kB/s,1.02 GB/s,0 kB/s,624 MB/s
2023-04-18 14:36:05,65.7 MB/s,0 kB/s,22.4 kB/s,92.6 MB/s,0 kB/s,68.9 MB/s,92.5 MB/s,0 kB/s,10.8 kB/s,70.8 MB/s,0 kB/s,92.5 MB/s
2023-04-18 14:36:10,1.15 GB/s,0 kB/s,0 kB/s,687 MB/s,0 kB/s,1.15 GB/s,687 MB/s,0 kB/s,0 kB/s,1.15 GB/s,0 kB/s,687 MB/s
2023-04-18 14:36:15,1.06 GB/s,0 kB/s,22.4 kB/s,646 MB/s,0 kB/s,1.06 GB/s,645 MB/s,0 kB/s,10.8 kB/s,1.06 GB/s,0 kB/s,645 MB/s
2023-04-18 14:36:20,1.10 GB/s,0 kB/s,12 kB/s,670 MB/s,0 kB/s,1.10 GB/s,670 MB/s,0 kB/s,8.40 kB/s,1.10 GB/s,0 kB/s,670 MB/s
2023-04-18 14:36:25,1.05 GB/s,0 kB/s,0 kB/s,639 MB/s,0 kB/s,1.05 GB/s,639 MB/s,0 kB/s,0 kB/s,1.05 GB/s,0 kB/s,639 MB/s
2023-04-18 14:36:30,1.92 GB/s,0 kB/s,113 kB/s,1.18 GB/s,0 kB/s,1.93 GB/s,1.18 GB/s,0 kB/s,580 kB/s,1.93 GB/s,0 kB/s,1.18 GB/s
2023-04-18 14:36:35,1.09 GB/s,0 kB/s,0 kB/s,665 MB/s,0 kB/s,1.09 GB/s,665 MB/s,0 kB/s,0 kB/s,1.09 GB/s,0 kB/s,665 MB/s
2023-04-18 14:36:40,1.98 GB/s,0 kB/s,22.4 kB/s,1.21 GB/s,0 kB/s,1.98 GB/s,1.21 GB/s,0 kB/s,10.8 kB/s,1.98 GB/s,0 kB/s,1.21 GB/s
2023-04-18 14:36:45,104 MB/s,0 kB/s,0 kB/s,93.7 MB/s,0 kB/s,107 MB/s,93.6 MB/s,0 kB/s,0 kB/s,109 MB/s,0 kB/s,93.6 MB/s
2023-04-18 14:36:50,1.10 GB/s,0 kB/s,22.4 kB/s,700 MB/s,0 kB/s,1.10 GB/s,700 MB/s,0 kB/s,10.8 kB/s,1.10 GB/s,0 kB/s,700 MB/s
2023-04-18 14:36:55,37.5 MB/s,0 kB/s,11.2 kB/s,16.8 MB/s,0 kB/s,38.3 MB/s,16.7 MB/s,0 kB/s,10.8 kB/s,40.2 MB/s,0 kB/s,16.7 MB/s
2023-04-18 14:37:00,115 MB/s,0 kB/s,0 kB/s,104 MB/s,0 kB/s,118 MB/s,104 MB/s,0 kB/s,0 kB/s,120 MB/s,0 kB/s,104 MB/s
2023-04-18 14:37:05,58.2 MB/s,0 kB/s,0 kB/s,54.0 MB/s,0 kB/s,60.2 MB/s,53.9 MB/s,0 kB/s,0 kB/s,62.1 MB/s,0 kB/s,53.9 MB/s
2023-04-18 14:37:10,1.08 GB/s,0 kB/s,11.2 kB/s,685 MB/s,0 kB/s,1.09 GB/s,685 MB/s,0 kB/s,10.8 kB/s,1.09 GB/s,0 kB/s,685 MB/s
2023-04-18 14:37:15,2.20 MB/s,0 kB/s,0 kB/s,1.43 MB/s,0 kB/s,2.23 MB/s,1.32 MB/s,0 kB/s,0 kB/s,4.13 MB/s,0 kB/s,1.32 MB/s
2023-04-18 14:37:20,136 MB/s,0 kB/s,11.6 kB/s,143 MB/s,0 kB/s,141 MB/s,143 MB/s,0 kB/s,10.8 kB/s,143 MB/s,0 kB/s,143 MB/s
2023-04-18 14:37:25,52.4 MB/s,0 kB/s,12 kB/s,27.3 MB/s,0 kB/s,53.5 MB/s,27.2 MB/s,0 kB/s,8.40 kB/s,55.4 MB/s,0 kB/s,27.2 MB/s
2023-04-18 14:37:30,1.05 GB/s,0 kB/s,0 kB/s,643 MB/s,0 kB/s,1.05 GB/s,643 MB/s,0 kB/s,0 kB/s,1.05 GB/s,0 kB/s,643 MB/s
2023-04-18 14:37:35,1.04 GB/s,0 kB/s,0 kB/s,634 MB/s,0 kB/s,1.04 GB/s,634 MB/s,0 kB/s,0 kB/s,1.04 GB/s,0 kB/s,634 MB/s
2023-04-18 14:37:40,8.87 MB/s,0 kB/s,0 kB/s,5.61 MB/s,0 kB/s,8.94 MB/s,5.52 MB/s,0 kB/s,0 kB/s,10.8 MB/s,0 kB/s,5.52 MB/s
2023-04-18 14:37:45,87.6 MB/s,0 kB/s,0 kB/s,79.9 MB/s,0 kB/s,90.5 MB/s,79.8 MB/s,0 kB/s,0 kB/s,92.4 MB/s,0 kB/s,79.8 MB/s
2023-04-18 14:37:50,1.10 GB/s,0 kB/s,0 kB/s,674 MB/s,0 kB/s,1.10 GB/s,673 MB/s,0 kB/s,0 kB/s,1.10 GB/s,0 kB/s,673 MB/s
2023-04-18 14:37:55,4.73 MB/s,0 kB/s,11.2 kB/s,3.00 MB/s,0 kB/s,4.76 MB/s,2.89 MB/s,0 kB/s,10.8 kB/s,6.67 MB/s,0 kB/s,2.89 MB/s
2023-04-18 14:38:00,22.5 MB/s,0 kB/s,0 kB/s,20.5 MB/s,0 kB/s,23.2 MB/s,20.4 MB/s,0 kB/s,0 kB/s,25.1 MB/s,0 kB/s,20.4 MB/s
2023-04-18 14:38:05,69.4 MB/s,0 kB/s,0 kB/s,63.7 MB/s,0 kB/s,71.7 MB/s,63.6 MB/s,0 kB/s,0 kB/s,73.6 MB/s,0 kB/s,63.6 MB/s
2023-04-18 14:38:10,51.2 MB/s,0 kB/s,22.4 kB/s,47.2 MB/s,0 kB/s,53.0 MB/s,47.1 MB/s,0 kB/s,10.8 kB/s,54.9 MB/s,0 kB/s,47.1 MB/s
2023-04-18 14:38:15,77.3 MB/s,0 kB/s,12 kB/s,110 MB/s,0 kB/s,81.0 MB/s,110 MB/s,0 kB/s,8.40 kB/s,82.9 MB/s,0 kB/s,110 MB/s
2023-04-18 14:38:20,1.06 GB/s,0 kB/s,34 kB/s,628 MB/s,0 kB/s,1.06 GB/s,627 MB/s,0 kB/s,21.6 kB/s,1.06 GB/s,0 kB/s,627 MB/s
2023-04-18 14:38:25,1.09 GB/s,0 kB/s,22.4 kB/s,667 MB/s,0 kB/s,1.09 GB/s,667 MB/s,0 kB/s,10.8 kB/s,1.09 GB/s,0 kB/s,667 MB/s
2023-04-18 14:38:30,6.35 MB/s,0 kB/s,113 kB/s,4.06 MB/s,0 kB/s,6.39 MB/s,3.95 MB/s,0 kB/s,575 kB/s,8.30 MB/s,0 kB/s,3.95 MB/s
2023-04-18 14:38:35,29.0 MB/s,0 kB/s,0 kB/s,26.4 MB/s,0 kB/s,29.9 MB/s,26.3 MB/s,0 kB/s,0 kB/s,31.8 MB/s,0 kB/s,26.3 MB/s
2023-04-18 14:38:40,925 MB/s,0 kB/s,0 kB/s,566 MB/s,0 kB/s,926 MB/s,566 MB/s,0 kB/s,0 kB/s,928 MB/s,0 kB/s,566 MB/s
2023-04-18 14:38:45,3.01 MB/s,0 kB/s,37.2 kB/s,1.88 MB/s,0 kB/s,3.03 MB/s,1.77 MB/s,0 kB/s,21.6 kB/s,4.94 MB/s,0 kB/s,1.77 MB/s
2023-04-18 14:38:50,27.5 MB/s,0 kB/s,0 kB/s,25.3 MB/s,0 kB/s,28.5 MB/s,25.2 MB/s,0 kB/s,0 kB/s,30.4 MB/s,0 kB/s,25.2 MB/s
2023-04-18 14:38:55,5.77 MB/s,0 kB/s,0 kB/s,3.55 MB/s,0 kB/s,5.80 MB/s,3.43 MB/s,0 kB/s,0 kB/s,7.70 MB/s,0 kB/s,3.43 MB/s
2023-04-18 14:39:00,15.4 MB/s,0 kB/s,102 kB/s,23.8 MB/s,0 kB/s,16.1 MB/s,23.7 MB/s,0 kB/s,106 kB/s,18.0 MB/s,0 kB/s,23.7 MB/s
2023-04-18 14:39:05,25.7 MB/s,0 kB/s,11.6 kB/s,560 MB/s,0 kB/s,26.7 MB/s,560 MB/s,0 kB/s,10.8 kB/s,28.6 MB/s,0 kB/s,560 MB/s
2023-04-18 14:39:10,893 MB/s,0 kB/s,0 kB/s,769 kB/s,0 kB/s,893 MB/s,668 kB/s,0 kB/s,0 kB/s,895 MB/s,0 kB/s,668 kB/s
2023-04-18 14:39:15,1.08 GB/s,0 kB/s,0 kB/s,661 MB/s,0 kB/s,1.08 GB/s,661 MB/s,0 kB/s,0 kB/s,1.08 GB/s,0 kB/s,661 MB/s
2023-04-18 14:39:20,888 MB/s,0 kB/s,0 kB/s,542 MB/s,0 kB/s,889 MB/s,542 MB/s,0 kB/s,0 kB/s,891 MB/s,0 kB/s,542 MB/s
2023-04-18 14:39:25,1.31 MB/s,0 kB/s,11.6 kB/s,808 kB/s,0 kB/s,1.33 MB/s,711 kB/s,0 kB/s,10.8 kB/s,3.22 MB/s,0 kB/s,711 kB/s
2023-04-18 14:39:30,1.11 GB/s,0 kB/s,45.6 kB/s,676 MB/s,0 kB/s,1.11 GB/s,676 MB/s,0 kB/s,30 kB/s,1.11 GB/s,0 kB/s,676 MB/s
2023-04-18 14:39:35,990 MB/s,0 kB/s,0 kB/s,606 MB/s,0 kB/s,990 MB/s,606 MB/s,0 kB/s,0 kB/s,992 MB/s,0 kB/s,606 MB/s
2023-04-18 14:39:40,5.38 MB/s,0 kB/s,0 kB/s,3.42 MB/s,0 kB/s,5.42 MB/s,3.31 MB/s,0 kB/s,0 kB/s,7.32 MB/s,0 kB/s,3.31 MB/s
2023-04-18 14:39:45,2.21 MB/s,0 kB/s,0 kB/s,1.37 MB/s,0 kB/s,2.23 MB/s,1.26 MB/s,0 kB/s,0 kB/s,4.14 MB/s,0 kB/s,1.26 MB/s
2023-04-18 14:39:50,145 MB/s,0 kB/s,0 kB/s,131 MB/s,0 kB/s,149 MB/s,131 MB/s,0 kB/s,0 kB/s,151 MB/s,0 kB/s,131 MB/s
2023-04-18 14:39:55,158 MB/s,0 kB/s,11.6 kB/s,142 MB/s,0 kB/s,163 MB/s,142 MB/s,0 kB/s,10.8 kB/s,165 MB/s,0 kB/s,142 MB/s
2023-04-18 14:40:00,1.07 GB/s,0 kB/s,47.8 kB/s,657 MB/s,0 kB/s,1.07 GB/s,656 MB/s,0 kB/s,52.6 kB/s,1.08 GB/s,0 kB/s,656 MB/s
2023-04-18 14:40:05,93.0 MB/s,0 kB/s,0 kB/s,84.0 MB/s,0 kB/s,96.0 MB/s,83.9 MB/s,0 kB/s,0 kB/s,98.0 MB/s,0 kB/s,83.9 MB/s
2023-04-18 14:40:10,960 MB/s,0 kB/s,22.4 kB/s,590 MB/s,0 kB/s,961 MB/s,590 MB/s,0 kB/s,10.8 kB/s,963 MB/s,0 kB/s,590 MB/s
2023-04-18 14:40:15,147 MB/s,0 kB/s,0 kB/s,135 MB/s,0 kB/s,152 MB/s,135 MB/s,0 kB/s,0 kB/s,154 MB/s,0 kB/s,135 MB/s
2023-04-18 14:40:20,1.29 MB/s,0 kB/s,0 kB/s,787 kB/s,0 kB/s,1.31 MB/s,691 kB/s,0 kB/s,0 kB/s,3.20 MB/s,0 kB/s,691 kB/s
2023-04-18 14:40:25,1.03 GB/s,0 kB/s,11.2 kB/s,631 MB/s,0 kB/s,1.03 GB/s,630 MB/s,0 kB/s,10.8 kB/s,1.03 GB/s,0 kB/s,630 MB/s
2023-04-18 14:40:30,86.4 MB/s,0 kB/s,147 kB/s,121 MB/s,0 kB/s,90.6 MB/s,121 MB/s,0 kB/s,593 kB/s,92.5 MB/s,0 kB/s,121 MB/s
2023-04-18 14:40:35,1.00 GB/s,0 kB/s,0 kB/s,589 MB/s,0 kB/s,1.00 GB/s,589 MB/s,0 kB/s,0 kB/s,1.00 GB/s,0 kB/s,589 MB/s
2023-04-18 14:40:40,2.07 GB/s,0 kB/s,0 kB/s,1.28 GB/s,0 kB/s,2.07 GB/s,1.28 GB/s,0 kB/s,0 kB/s,2.07 GB/s,0 kB/s,1.28 GB/s
2023-04-18 14:40:45,1.03 GB/s,0 kB/s,0 kB/s,651 MB/s,0 kB/s,1.03 GB/s,651 MB/s,0 kB/s,0 kB/s,1.04 GB/s,0 kB/s,651 MB/s
2023-04-18 14:40:50,1.03 GB/s,0 kB/s,0 kB/s,629 MB/s,0 kB/s,1.03 GB/s,629 MB/s,0 kB/s,0 kB/s,1.03 GB/s,0 kB/s,629 MB/s
2023-04-18 14:40:55,116 MB/s,0 kB/s,0 kB/s,162 MB/s,0 kB/s,121 MB/s,161 MB/s,0 kB/s,0 kB/s,123 MB/s,0 kB/s,161 MB/s
2023-04-18 14:41:00,1.07 GB/s,0 kB/s,0 kB/s,626 MB/s,0 kB/s,1.07 GB/s,626 MB/s,0 kB/s,0 kB/s,1.07 GB/s,0 kB/s,626 MB/s
2023-04-18 14:41:05,91.0 MB/s,0 kB/s,0 kB/s,81.1 MB/s,0 kB/s,93.9 MB/s,81.0 MB/s,0 kB/s,0 kB/s,95.8 MB/s,0 kB/s,81.0 MB/s
2023-04-18 14:41:10,936 MB/s,0 kB/s,33.6 kB/s,575 MB/s,0 kB/s,937 MB/s,575 MB/s,0 kB/s,30 kB/s,939 MB/s,0 kB/s,575 MB/s
2023-04-18 14:41:15,1.73 GB/s,0 kB/s,12 kB/s,1.06 GB/s,0 kB/s,1.73 GB/s,1.06 GB/s,0 kB/s,8.40 kB/s,1.73 GB/s,0 kB/s,1.06 GB/s
2023-04-18 14:41:20,1.79 GB/s,0 kB/s,0 kB/s,1.10 GB/s,0 kB/s,1.80 GB/s,1.10 GB/s,0 kB/s,0 kB/s,1.80 GB/s,0 kB/s,1.10 GB/s
2023-04-18 14:41:25,936 MB/s,0 kB/s,0 kB/s,574 MB/s,0 kB/s,936 MB/s,574 MB/s,0 kB/s,0 kB/s,938 MB/s,0 kB/s,574 MB/s
2023-04-18 14:41:30,66.7 MB/s,0 kB/s,11.6 kB/s,66.4 MB/s,0 kB/s,68.9 MB/s,66.3 MB/s,0 kB/s,10.8 kB/s,70.8 MB/s,0 kB/s,66.3 MB/s
2023-04-18 14:41:35,1.91 GB/s,0 kB/s,11.6 kB/s,1.17 GB/s,0 kB/s,1.91 GB/s,1.17 GB/s,0 kB/s,10.8 kB/s,1.91 GB/s,0 kB/s,1.17 GB/s
2023-04-18 14:41:40,960 MB/s,0 kB/s,11.2 kB/s,590 MB/s,0 kB/s,961 MB/s,590 MB/s,0 kB/s,10.8 kB/s,963 MB/s,0 kB/s,590 MB/s
2023-04-18 14:41:45,1.93 GB/s,0 kB/s,0 kB/s,1.18 GB/s,0 kB/s,1.93 GB/s,1.18 GB/s,0 kB/s,0 kB/s,1.93 GB/s,0 kB/s,1.18 GB/s
2023-04-18 14:41:50,2.91 GB/s,0 kB/s,11.2 kB/s,1.78 GB/s,0 kB/s,2.91 GB/s,1.78 GB/s,0 kB/s,10.8 kB/s,2.91 GB/s,0 kB/s,1.78 GB/s
2023-04-18 14:41:55,6.48 MB/s,0 kB/s,0 kB/s,4.11 MB/s,0 kB/s,6.54 MB/s,4.01 MB/s,0 kB/s,0 kB/s,8.44 MB/s,0 kB/s,4.01 MB/s
2023-04-18 14:42:00,1.07 GB/s,0 kB/s,0 kB/s,691 MB/s,0 kB/s,1.08 GB/s,690 MB/s,0 kB/s,0 kB/s,1.08 GB/s,0 kB/s,690 MB/s
2023-04-18 14:42:05,1.09 GB/s,0 kB/s,0 kB/s,703 MB/s,0 kB/s,1.09 GB/s,703 MB/s,0 kB/s,0 kB/s,1.10 GB/s,0 kB/s,703 MB/s
2023-04-18 14:42:10,7.47 MB/s,0 kB/s,33.6 kB/s,4.78 MB/s,0 kB/s,7.52 MB/s,4.67 MB/s,0 kB/s,30 kB/s,9.42 MB/s,0 kB/s,4.67 MB/s
2023-04-18 14:42:15,936 MB/s,0 kB/s,12 kB/s,573 MB/s,0 kB/s,937 MB/s,573 MB/s,0 kB/s,8.40 kB/s,939 MB/s,0 kB/s,573 MB/s
2023-04-18 14:42:20,1.23 GB/s,0 kB/s,0 kB/s,1.12 GB/s,0 kB/s,1.23 GB/s,1.12 GB/s,0 kB/s,0 kB/s,1.23 GB/s,0 kB/s,1.12 GB/s
2023-04-18 14:42:25,1.67 GB/s,0 kB/s,0 kB/s,697 MB/s,0 kB/s,1.67 GB/s,696 MB/s,0 kB/s,0 kB/s,1.67 GB/s,0 kB/s,696 MB/s
2023-04-18 14:42:30,889 MB/s,0 kB/s,113 kB/s,559 MB/s,0 kB/s,892 MB/s,559 MB/s,0 kB/s,581 kB/s,893 MB/s,0 kB/s,559 MB/s
2023-04-18 14:42:35,892 MB/s,0 kB/s,0 kB/s,549 MB/s,0 kB/s,893 MB/s,548 MB/s,0 kB/s,0 kB/s,895 MB/s,0 kB/s,548 MB/s
2023-04-18 14:42:40,945 MB/s,0 kB/s,0 kB/s,594 MB/s,0 kB/s,947 MB/s,593 MB/s,0 kB/s,0 kB/s,949 MB/s,0 kB/s,593 MB/s
2023-04-18 14:42:45,93.4 MB/s,0 kB/s,11.6 kB/s,108 MB/s,0 kB/s,97.3 MB/s,107 MB/s,0 kB/s,10.8 kB/s,99.2 MB/s,0 kB/s,107 MB/s
2023-04-18 14:42:50,1.02 GB/s,0 kB/s,22.4 kB/s,610 MB/s,0 kB/s,1.02 GB/s,610 MB/s,0 kB/s,10.8 kB/s,1.03 GB/s,0 kB/s,610 MB/s
2023-04-18 14:42:55,988 MB/s,0 kB/s,14.8 kB/s,614 MB/s,0 kB/s,990 MB/s,614 MB/s,0 kB/s,10.8 kB/s,992 MB/s,0 kB/s,614 MB/s
2023-04-18 14:43:00,1.02 GB/s,0 kB/s,0 kB/s,626 MB/s,0 kB/s,1.02 GB/s,626 MB/s,0 kB/s,0 kB/s,1.02 GB/s,0 kB/s,626 MB/s
2023-04-18 14:43:05,1.03 GB/s,0 kB/s,0 kB/s,680 MB/s,0 kB/s,1.03 GB/s,680 MB/s,0 kB/s,0 kB/s,1.03 GB/s,0 kB/s,680 MB/s
2023-04-18 14:43:10,1.04 GB/s,0 kB/s,149 kB/s,645 MB/s,0 kB/s,1.05 GB/s,644 MB/s,0 kB/s,148 kB/s,1.05 GB/s,0 kB/s,644 MB/s
2023-04-18 14:43:15,38.3 MB/s,0 kB/s,12 kB/s,72.5 MB/s,0 kB/s,40.0 MB/s,72.4 MB/s,0 kB/s,8.40 kB/s,42.0 MB/s,0 kB/s,72.4 MB/s
2023-04-18 14:43:20,1.05 GB/s,0 kB/s,22.4 kB/s,647 MB/s,0 kB/s,1.06 GB/s,647 MB/s,0 kB/s,10.8 kB/s,1.06 GB/s,0 kB/s,647 MB/s
2023-04-18 14:43:25,1.19 GB/s,0 kB/s,0 kB/s,761 MB/s,0 kB/s,1.19 GB/s,761 MB/s,0 kB/s,0 kB/s,1.19 GB/s,0 kB/s,761 MB/s
2023-04-18 14:43:30,1.99 GB/s,0 kB/s,0 kB/s,1.22 GB/s,0 kB/s,1.99 GB/s,1.22 GB/s,0 kB/s,0 kB/s,2.00 GB/s,0 kB/s,1.22 GB/s
2023-04-18 14:43:35,877 MB/s,0 kB/s,0 kB/s,536 MB/s,0 kB/s,877 MB/s,536 MB/s,0 kB/s,0 kB/s,879 MB/s,0 kB/s,536 MB/s
2023-04-18 14:43:40,1.01 GB/s,0 kB/s,0 kB/s,630 MB/s,0 kB/s,1.01 GB/s,630 MB/s,0 kB/s,0 kB/s,1.02 GB/s,0 kB/s,630 MB/s
2023-04-18 14:43:45,1.04 GB/s,0 kB/s,0 kB/s,636 MB/s,0 kB/s,1.04 GB/s,635 MB/s,0 kB/s,0 kB/s,1.04 GB/s,0 kB/s,635 MB/s
2023-04-18 14:43:50,149 MB/s,0 kB/s,34 kB/s,158 MB/s,0 kB/s,155 MB/s,158 MB/s,0 kB/s,21.6 kB/s,157 MB/s,0 kB/s,158 MB/s
2023-04-18 14:43:55,1.05 GB/s,0 kB/s,41.2 kB/s,630 MB/s,0 kB/s,1.05 GB/s,630 MB/s,0 kB/s,39.6 kB/s,1.06 GB/s,0 kB/s,630 MB/s
2023-04-18 14:44:00,1.19 GB/s,0 kB/s,12 kB/s,806 MB/s,0 kB/s,1.20 GB/s,806 MB/s,0 kB/s,8.40 kB/s,1.20 GB/s,0 kB/s,806 MB/s
2023-04-18 14:44:05,1.09 GB/s,0 kB/s,0 kB/s,649 MB/s,0 kB/s,1.10 GB/s,649 MB/s,0 kB/s,0 kB/s,1.10 GB/s,0 kB/s,649 MB/s
2023-04-18 14:44:10,984 MB/s,0 kB/s,33.6 kB/s,618 MB/s,0 kB/s,987 MB/s,618 MB/s,0 kB/s,30 kB/s,989 MB/s,0 kB/s,618 MB/s
2023-04-18 14:44:15,1.07 GB/s,0 kB/s,0 kB/s,658 MB/s,0 kB/s,1.07 GB/s,658 MB/s,0 kB/s,0 kB/s,1.08 GB/s,0 kB/s,658 MB/s
2023-04-18 14:44:20,1.19 GB/s,0 kB/s,0 kB/s,780 MB/s,0 kB/s,1.19 GB/s,780 MB/s,0 kB/s,0 kB/s,1.19 GB/s,0 kB/s,780 MB/s
2023-04-18 14:44:25,959 MB/s,0 kB/s,0 kB/s,640 MB/s,0 kB/s,962 MB/s,640 MB/s,0 kB/s,0 kB/s,964 MB/s,0 kB/s,640 MB/s
2023-04-18 14:44:30,2.04 GB/s,0 kB/s,124 kB/s,1.25 GB/s,0 kB/s,2.04 GB/s,1.25 GB/s,0 kB/s,585 kB/s,2.04 GB/s,0 kB/s,1.25 GB/s
2023-04-18 14:44:35,2.04 GB/s,0 kB/s,23.2 kB/s,1.31 GB/s,0 kB/s,2.04 GB/s,1.31 GB/s,0 kB/s,21.6 kB/s,2.04 GB/s,0 kB/s,1.31 GB/s
2023-04-18 14:44:40,2.08 GB/s,0 kB/s,89.2 kB/s,1.20 GB/s,0 kB/s,2.08 GB/s,1.20 GB/s,0 kB/s,94.8 kB/s,2.08 GB/s,0 kB/s,1.20 GB/s
2023-04-18 14:44:45,6.69 MB/s,0 kB/s,0 kB/s,4.22 MB/s,0 kB/s,6.75 MB/s,4.12 MB/s,0 kB/s,0 kB/s,8.64 MB/s,0 kB/s,4.12 MB/s
2023-04-18 14:44:50,72.1 MB/s,0 kB/s,0 kB/s,65.0 MB/s,0 kB/s,74.4 MB/s,64.9 MB/s,0 kB/s,0 kB/s,76.3 MB/s,0 kB/s,64.9 MB/s
2023-04-18 14:44:55,9.22 MB/s,0 kB/s,0 kB/s,5.94 MB/s,0 kB/s,9.28 MB/s,5.84 MB/s,0 kB/s,0 kB/s,11.2 MB/s,0 kB/s,5.84 MB/s
2023-04-18 14:45:00,923 MB/s,0 kB/s,0 kB/s,563 MB/s,0 kB/s,923 MB/s,562 MB/s,0 kB/s,0 kB/s,925 MB/s,0 kB/s,562 MB/s
2023-04-18 14:45:05,1.24 GB/s,0 kB/s,22.4 kB/s,1.29 GB/s,0 kB/s,1.25 GB/s,1.29 GB/s,0 kB/s,10.8 kB/s,1.26 GB/s,0 kB/s,1.29 GB/s
2023-04-18 14:45:10,1.26 GB/s,0 kB/s,33.6 kB/s,759 MB/s,0 kB/s,1.27 GB/s,759 MB/s,0 kB/s,30 kB/s,1.27 GB/s,0 kB/s,759 MB/s
2023-04-18 14:45:15,335 MB/s,0 kB/s,0 kB/s,1.31 GB/s,0 kB/s,347 MB/s,1.31 GB/s,0 kB/s,0 kB/s,349 MB/s,0 kB/s,1.31 GB/s
2023-04-18 14:45:20,4.10 GB/s,0 kB/s,0 kB/s,3.24 GB/s,0 kB/s,4.12 GB/s,3.24 GB/s,0 kB/s,0 kB/s,4.12 GB/s,0 kB/s,3.24 GB/s
