"Time","Timestamp [ms]","iowait [Ratios]","irq [Ratios]","nice [Ratios]","softirq [Ratios]","steal [Ratios]","system [Ratios]","user [Ratios]","Used [MiB]","Buffer [MiB]","Cached [MiB]","Free [MiB]","br-10cd1f6f3899 receive [MB/s]","docker0 receive [MB/s]","eth0 receive [MB/s]","eth1 receive [MB/s]","lo receive [MB/s]","veth6750e95 receive [MB/s]","br-10cd1f6f3899 transmit [MB/s]","docker0 transmit [MB/s]","eth0 transmit [MB/s]","eth1 transmit [MB/s]","lo transmit [MB/s]","veth6750e95 transmit [MB/s]","total-req-rate [req/s]","ok-req-rate [req/s]","error-req-rate [req/s]","avg-res-time [ms]","ServerStatus"
"2023-04-18 15:43:20","1681807400000","0","0","0","0.02","0.016","0.026000000000000002","0.048","337","27.8","511","94.4","1170","0","0.0224","757","0","1170","757","0","0.020800000000000003","1180","0","757","1.44","1.05","0.382","2260","0"
"2023-04-18 15:43:25","1681807405000","0","0","0","0.006","0.004","0.008","0.07200000000000001","337","27.8","511","94.4","2040","0","0.034","1280","0","2040","1280","0","0.0216","2040","0","1280","1.09","1","0.0909","1560","0"
"2023-04-18 15:43:30","1681807410000","0","0","0","0.024","0.026000000000000002","0.032","0.098","337","27.8","511","94.1","3060","0","0.0224","1880","0","3060","1880","0","0.0108","3070","0","1880","0.873","0.873","0","977","0"
"2023-04-18 15:43:35","1681807415000","0","0","0","0.012","0.01","0.013999999999999999","0.055999999999999994","337","27.8","511","93.9","1200","0","0.0224","758","0","1200","758","0","0.0216","1200","0","758","0.891","0.891","0","794","0"
"2023-04-18 15:43:40","1681807420000","0","0","0","0.006","0.006","0.006","0.016","337","27.8","511","93.9","54.5","0","0.0224","77.1","0","56.2","77","0","0.0108","58.1","0","77","0.873","0.873","0","745","0"
"2023-04-18 15:43:45","1681807425000","0","0","0","0.024","0.038","0.03","0.066","337","27.8","511","93.9","1140","0","0","751","0","1150","751","0","0","1150","0","751","0.873","0.873","0","741","0"
"2023-04-18 15:43:50","1681807430000","0","0","0","0.01","0.01","0.012","0.026000000000000002","337","27.8","511","93.9","142","0","0.0224","107","0","146","107","0","0.0108","148","0","107","0.873","0.873","0","743","0"
"2023-04-18 15:43:55","1681807435000","0","0","0","0.027999999999999997","0.022000000000000002","0.04","0.07200000000000001","337","27.8","511","93.9","1360","0","0.012","912","0","1360","912","0","0.008400000000000001","1370","0","912","0.873","0.873","0","688","0"
"2023-04-18 15:44:00","1681807440000","0","0","0","0.002","0.002","0.006","0.038","337","27.8","511","93.7","946","0","0.0224","576","0","947","576","0","0.0108","949","0","576","0.891","0.891","0","725","0"
"2023-04-18 15:44:05","1681807445000","0","0","0","0.008","0.012","0.01","0.013999999999999999","337","27.8","511","93.7","60.8","0","0.0112","54.1","0","62.6","54","0","0.0108","64.5","0","54","0.855","0.855","0","648","0"
"2023-04-18 15:44:10","1681807450000","0","0","0","0.006","0.002","0.004","0.054000000000000006","337","27.8","511","93.7","1850","0","0","1130","0","1850","1130","0","0","1850","0","1130","0.873","0.873","0","642","0"
"2023-04-18 15:44:15","1681807455000","0","0","0","0.026000000000000002","0.032","0.038","0.048","337","27.8","511","93.7","267","0","0.07840000000000001","265","0","276","265","0","0.0708","278","0","265","0.873","0.873","0","627","0"
"2023-04-18 15:44:20","1681807460000","0","0","0","0.018000000000000002","0.008","0.022000000000000002","0.052000000000000005","337","27.8","511","93.7","1120","0","0","706","0","1120","706","0","0","1120","0","706","0.855","0.855","0","683","0"
"2023-04-18 15:44:25","1681807465000","0","0","0","0.018000000000000002","0.022000000000000002","0.036000000000000004","0.092","337","27.8","511","93.7","2200","0","0.0224","1390","0","2210","1390","0","0.0108","2210","0","1390","0.873","0.873","0","704","0"
"2023-04-18 15:44:30","1681807470000","0","0","0","0.013999999999999999","0.02","0.027999999999999997","0.032","337","27.8","511","93.7","125","0","0.147","114","0","129","113","0","0.6","131","0","113","0.855","0.855","0","697","0"
"2023-04-18 15:44:35","1681807475000","0","0","0","0.004","0.006","0.004","0.06","337","27.8","511","93.7","2009.9999999999998","0","0.0112","1230","0","2020","1230","0","0.0108","2020","0","1230","0.873","0.873","0","701","0"
"2023-04-18 15:44:40","1681807480000","0","0","0","0.034","0.024","0.034","0.096","341","27.8","511","89.7","2300","0","0","1470","0","2310","1470","0","0","2310","0","1470","0.873","0.873","0","707","0"
"2023-04-18 15:44:45","1681807485000","0","0","0","0.026000000000000002","0.02","0.027999999999999997","0.04","341","27.8","511","89.7","194","0","0","176","0","200","176","0","0","202","0","176","0.855","0.855","0","693","0"
"2023-04-18 15:44:50","1681807490000","0","0","0","0","0.002","0.002","0.004","341","27.8","511","89.7","8.81","0","0","5.75","0","8.9","5.65","0","0","10.8","0","5.65","0.873","0.873","0","713","0"
"2023-04-18 15:44:55","1681807495000","0","0","0","0.02","0.026000000000000002","0.03","0.09","341","27.8","511","89.8","2170","0","0","1380","0","2180","1380","0","0","2180","0","1380","0.836","0.836","0","629","0"
"2023-04-18 15:45:00","1681807500000","0","0","0","0.004","0.002","0.006","0.054000000000000006","341","27.8","511","89.8","1960","0","0","1200","0","1960","1200","0","0","1960","0","1200","0.891","0.891","0","665","0"
"2023-04-18 15:45:05","1681807505000","0","0","0","0.002","0.006","0.006","0.034","341","27.8","511","89.8","1060","0","0","651","0","1060","651","0","0","1060","0","651","0.873","0.873","0","662","0"
"2023-04-18 15:45:10","1681807510000","0","0","0","0.027999999999999997","0.026000000000000002","0.036000000000000004","0.07","340","27.8","511","91","1080","0","0","717","0","1080","717","0","0","1090","0","717","0.855","0.855","0","673","0"
"2023-04-18 15:45:15","1681807515000","0","0","0","0.006","0.02","0.013999999999999999","0.018000000000000002","340","27.8","511","91","81.8","0","0.06720000000000001","75.1","0","84.4","75","0","0.06","86.3","0","75","0.873","0.873","0","672","0"
"2023-04-18 15:45:20","1681807520000","0","0","0","0.022000000000000002","0.02","0.044000000000000004","0.054000000000000006","341","27.8","511","89.7","1030","0","0.012","717","0","1040","717","0","0.008400000000000001","1040","0","717","0.873","0.873","0","665","0"
"2023-04-18 15:45:25","1681807525000","0","0","0","0.026000000000000002","0.024","0.048","0.084","340","27.8","511","91.1","2040","0","0.0224","1310","0","2050","1310","0","0.0108","2050","0","1310","0.855","0.855","0","662","0"
"2023-04-18 15:45:30","1681807530000","0","0","0","0.024","0.026000000000000002","0.038","0.046","341","27.8","511","89.8","1140","0","0.0112","742","0","1150","742","0","0.0108","1150","0","742","0.873","0.873","0","734","0"
"2023-04-18 15:45:35","1681807535000","0","0","0","0.038","0.034","0.04","0.057999999999999996","341","27.8","511","89.8","1190","0","0","797","0","1200","796","0","0","1200","0","796","0.873","0.873","0","818","0"
"2023-04-18 15:45:40","1681807540000","0","0","0","0.05","0.03","0.06","0.10800000000000001","341","27.8","511","89.8","2160","0","0","1420","0","2170","1420","0","0","2170","0","1420","0.873","0.873","0","807","0"
"2023-04-18 15:45:45","1681807545000","0","0","0","0.04","0.024","0.042","0.136","346","27.8","511","85.3","4080","0","0","2560","0","4090","2560","0","0","4090","0","2560","1","1","0","877","0"
"2023-04-18 15:45:50","1681807550000","0","0","0","0.026000000000000002","0.032","0.04","0.11","346","27.8","511","85.3","3010","0","0","1880","0","3020","1880","0","0","3020","0","1880","1.15","1.15","0","875","0"
"2023-04-18 15:45:55","1681807555000","0","0","0","0.022000000000000002","0.012","0.008","0.126","346","27.8","511","85.3","3950","0","0","2420","0","3950","2420","0","0","3960","0","2420","1.24","1.24","0","849","0"
"2023-04-18 15:46:00","1681807560000","0","0","0","0.057999999999999996","0.06","0.044000000000000004","0.126","339","27.8","511","91.8","2250","0","0","1520","0","2270","1520","0","0","2270","0","1520","1.33","1.33","0","813","0"
"2023-04-18 15:46:05","1681807565000","0","0","0","0.057999999999999996","0.08","0.048","0.122","340","27.8","511","90.7","3290","0","0","2040","0","3300","2040","0","0","3300","0","2040","1.44","1.44","0","875","0"
"2023-04-18 15:46:10","1681807570000","0","0","0","0.02","0.008","0.013999999999999999","0.156","331","27.8","511","99.6","5750","0","0","3520","0","5760","3510","0","0","5760","0","3510","1.58","1.58","0","882","0"
"2023-04-18 15:46:15","1681807575000","0","0","0","0.036000000000000004","0.036000000000000004","0.046","0.10400000000000001","331","27.8","511","99.6","2100","0","0.06720000000000001","1420","0","2110","1420","0","0.06","2120","0","1420","1.71","1.71","0","831","0"
"2023-04-18 15:46:20","1681807580000","0","0","0","0.086","0.055999999999999994","0.076","0.166","331","27.8","511","99.6","3090","0","0.023600000000000003","2300","0","3110","2300","0","0.0192","3120","0","2300","1.76","1.76","0","852","0"
"2023-04-18 15:46:25","1681807585000","0","0","0","0.048","0.032","0.046","0.11599999999999999","331","27.8","511","99.6","3450","0","0","1940","0","3460","1940","0","0","3460","0","1940","1.87","1.87","0","939","0"
"2023-04-18 15:46:30","1681807590000","0","0","0","0.05","0.054000000000000006","0.07","0.146","331","27.8","511","99.6","3170","0","0.113","2140","0","3180","2140","0","0.5750000000000001","3180","0","2140","2.04","2.04","0","924","0"
"2023-04-18 15:46:35","1681807595000","0","0","0","0.068","0.036000000000000004","0.064","0.18","331","27.8","511","99.8","5340","0","0.0456","3300","0","5360","3300","0","0.0324","5360","0","3300","2.13","2.13","0","958","0"
"2023-04-18 15:46:40","1681807600000","0","0","0","0.054000000000000006","0.027999999999999997","0.052000000000000005","0.17800000000000002","331","27.8","511","99.5","5190","0","0","3520","0","5200","3520","0","0","5200","0","3520","2.11","2.11","0","965","0"
"2023-04-18 15:46:45","1681807605000","0","0","0","0.05","0.034","0.06","0.106","335","27.8","511","95.5","2490","0","0","1490","0","2510","1490","0","0","2510","0","1490","2.11","2.11","0","1000","0"
"2023-04-18 15:46:50","1681807610000","0","0","0","0.076","0.032","0.08800000000000001","0.172","335","27.8","511","95.5","3750","0","0.0448","2450","0","3770","2450","0","0.0324","3770","0","2450","2.05","2.05","0","1040","0"
"2023-04-18 15:46:55","1681807615000","0","0","0","0.055999999999999994","0.04","0.092","0.11800000000000001","335","27.8","511","95.5","2660","0","0","1830","0","2680","1830","0","0","2680","0","1830","2.11","2.11","0","1160","0"
"2023-04-18 15:47:00","1681807620000","0","0","0","0.066","0.034","0.064","0.12","331","27.8","511","99.9","1640","0","0","1140","0","1670","1140","0","0","1670","0","1140","2.13","2.13","0","1180","0"
"2023-04-18 15:47:05","1681807625000","0","0","0","0.042","0.026000000000000002","0.046","0.11599999999999999","331","27.8","511","99.7","2410","0","0","2170","0","2420","2170","0","0","2420","0","2170","2.11","2.11","0","1190","0"
"2023-04-18 15:47:10","1681807630000","0","0","0","0.034","0.026000000000000002","0.054000000000000006","0.132","331","27.8","511","99.7","4050","0","0","2000","0","4059.9999999999995","2000","0","0","4059.9999999999995","0","2000","2.11","2.11","0","1240","0"
"2023-04-18 15:47:15","1681807635000","0","0","0","0.022000000000000002","0.01","0.02","0.146","331","27.8","511","99.9","4630","0","0.06720000000000001","3040","0","4640","3040","0","0.06","4640","0","3040","2.2","2.2","0","1220","0"
"2023-04-18 15:47:20","1681807640000","0","0","0","0.024","0.01","0.024","0.096","331","27.8","511","99.7","3360","0","0.023600000000000003","1890","0","3370","1890","0","0.0192","3370","0","1890","2.16","2.16","0","1100","0"
"2023-04-18 15:47:25","1681807645000","0","0","0","0.066","0.036000000000000004","0.068","0.168","335","27.8","511","95.9","4410","0","0","2880","0","4430","2880","0","0","4430","0","2880","2.09","2.09","0","1070","0"
"2023-04-18 15:47:30","1681807650000","0","0","0","0.048","0.036000000000000004","0.054000000000000006","0.188","335","27.8","511","95.7","4480","0","0.0148","3320","0","4500","3320","0","0.0108","4500","0","3320","2.11","2.11","0","1050","0"
"2023-04-18 15:47:35","1681807655000","0","0","0","0.057999999999999996","0.044000000000000004","0.055999999999999994","0.136","335","27.8","511","95.7","4070.0000000000005","0","0","2050","0","4090","2050","0","0","4090","0","2050","2.13","2.13","0","1040","0"
"2023-04-18 15:47:40","1681807660000","0","0","0","0.016","0.012","0.022000000000000002","0.114","335","27.8","511","95.7","3300","0","0.033600000000000005","2060","0","3300","2060","0","0.0216","3310","0","2060","2.15","2.15","0","1050","0"
"2023-04-18 15:47:45","1681807665000","0","0","0","0.048","0.032","0.055999999999999994","0.11800000000000001","335","27.8","511","95.7","2470","0","0.0224","1680","0","2490","1680","0","0.0108","2490","0","1680","2.18","2.18","0","996","0"
"2023-04-18 15:47:50","1681807670000","0","0","0","0.02","0.012","0.034","0.09","335","27.8","511","95.7","2330","0","0","1440","0","2340","1440","0","0","2340","0","1440","2.11","2.11","0","966","0"
"2023-04-18 15:47:55","1681807675000","0","0","0","0.01","0.016","0.016","0.07","335","27.8","511","95.7","2029.9999999999998","0","0.0192","1290","0","2029.9999999999998","1290","0","0.024800000000000003","2029.9999999999998","0","1290","2.07","2.07","0","892","0"
"2023-04-18 15:48:00","1681807680000","0","0","0","0.018000000000000002","0.022000000000000002","0.026000000000000002","0.168","335","27.8","511","95.7","5080","0","0.023600000000000003","3130","0","5090","3130","0","0.0192","5090","0","3130","1.98","1.98","0","841","0"
"2023-04-18 15:48:05","1681807685000","0","0","0","0.032","0.022000000000000002","0.036000000000000004","0.13","335","27.8","511","95.7","3360","0","0","2130","0","3370","2130","0","0","3370","0","2130","1.87","1.87","0","829","0"
"2023-04-18 15:48:10","1681807690000","0","0","0","0.012","0.004","0.018000000000000002","0.078","335","27.8","511","95.7","2830","0","0","1750","0","2830","1750","0","0","2830","0","1750","1.82","1.82","0","827","0"
"2023-04-18 15:48:15","1681807695000","0","0","0","0.016","0.006","0.013999999999999999","0.068","335","27.8","511","95.7","2100","0","0.06720000000000001","1360","0","2100","1360","0","0.06","2100","0","1360","1.76","1.76","0","839","0"
"2023-04-18 15:48:20","1681807700000","0","0","0","0.044000000000000004","0.018000000000000002","0.036000000000000004","0.07","335","27.8","511","95.7","1220","0","0","786","0","1240","786","0","0","1240","0","786","1.71","1.71","0","842","0"
"2023-04-18 15:48:25","1681807705000","0","0","0","0.027999999999999997","0.024","0.04","0.07400000000000001","335","27.8","511","95.7","1190","0","0.0116","818","0","1200","818","0","0.0108","1200","0","818","1.67","1.67","0","845","0"
"2023-04-18 15:48:30","1681807710000","0","0","0","0.032","0.018000000000000002","0.052000000000000005","0.10400000000000001","335","27.8","511","95.7","2300","0","0.113","1470","0","2310","1470","0","0.5760000000000001","2320","0","1470","1.58","1.58","0","825","0"
"2023-04-18 15:48:35","1681807715000","0","0","0","0.02","0.01","0.022000000000000002","0.098","335","27.8","511","95.7","3030","0","0","1920","0","3040","1920","0","0","3040","0","1920","1.51","1.51","0","771","0"
"2023-04-18 15:48:40","1681807720000","0","0","0","0.018000000000000002","0.006","0.018000000000000002","0.124","335","27.8","511","95.7","4170","0","0.034","2560","0","4180","2560","0","0.0216","4180","0","2560","1.44","1.44","0","809","0"
"2023-04-18 15:48:45","1681807725000","0","0","0","0.004","0.004","0.006","0.027999999999999997","335","27.8","511","95.7","922","0","0.0224","593","0","923","592","0","0.0108","925","0","592","1.44","1.44","0","705","0"
"2023-04-18 15:48:50","1681807730000","0","0","0","0.046","0.036000000000000004","0.038","0.102","335","27.8","511","95.7","2230","0","0","1570","0","2240","1570","0","0","2240","0","1570","1.4","1.4","0","691","0"
"2023-04-18 15:48:55","1681807735000","0","0","0","0.036000000000000004","0.024","0.042","0.054000000000000006","335","27.8","511","95.7","1390","0","0.0116","845","0","1400","845","0","0.0108","1400","0","845","1.42","1.42","0","729","0"
"2023-04-18 15:49:00","1681807740000","0","0","0","0.018000000000000002","0.016","0.027999999999999997","0.1","331","27.8","511","99.9","2890","0","0","1770","0","2890","1770","0","0","2900","0","1770","1.45","1.45","0","776","0"
"2023-04-18 15:49:05","1681807745000","0","0","0","0.006","0.008","0.006","0.11199999999999999","339","27.8","511","91.9","4040","0","0.019600000000000003","2490","0","4040","2490","0","0.019600000000000003","4040","0","2490","1.44","1.44","0","730","0"
"2023-04-18 15:49:10","1681807750000","0","0","0","0.024","0.016","0.03","0.084","339","27.8","511","91.9","2110","0","0.012","1330","0","2120","1330","0","0.008400000000000001","2120","0","1330","1.42","1.42","0","727","0"
"2023-04-18 15:49:15","1681807755000","0","0","0","0.03","0.034","0.026000000000000002","0.07400000000000001","339","27.8","511","91.9","1950","0","0.033600000000000005","1210","0","1960","1210","0","0.03","1960","0","1210","1.45","1.45","0","737","0"
"2023-04-18 15:49:20","1681807760000","0","0","0","0.02","0.024","0.03","0.08199999999999999","339","27.8","511","91.9","2210","0","0","1410","0","2220","1410","0","0","2220","0","1410","1.42","1.42","0","685","0"
"2023-04-18 15:49:25","1681807765000","0","0","0","0.013999999999999999","0.004","0.008","0.142","339","27.8","511","91.9","5010","0","0.0232","3080","0","5010","3080","0","0.0216","5010","0","3080","1.44","1.44","0","644","0"
"2023-04-18 15:49:30","1681807770000","0","0","0","0.016","0.013999999999999999","0.026000000000000002","0.062","339","27.8","511","91.9","1250","0","0.0112","860","0","1260","860","0","0.0108","1260","0","860","1.4","1.4","0","612","0"
"2023-04-18 15:49:35","1681807775000","0","0","0","0.05","0.052000000000000005","0.066","0.054000000000000006","339","27.8","511","91.9","358","0","0","343","0","371","343","0","0","373","0","343","1.42","1.42","0","612","0"
"2023-04-18 15:49:40","1681807780000","0","0","0","0.026000000000000002","0.026000000000000002","0.038","0.09","339","27.8","511","91.9","2460","0","0","1540","0","2460","1540","0","0","2470","0","1540","1.44","1.44","0","724","0"
"2023-04-18 15:49:45","1681807785000","0","0","0","0.04","0.022000000000000002","0.026000000000000002","0.092","339","27.8","511","91.9","2050","0","0.09040000000000001","1330","0","2050","1330","0","0.096","2060","0","1330","1.45","1.45","0","752","0"
"2023-04-18 15:49:50","1681807790000","0","0","0","0.022000000000000002","0.018000000000000002","0.027999999999999997","0.05","339","27.8","511","91.9","239","0","0.012","216","0","246","216","0","0.008400000000000001","248","0","216","1.42","1.42","0","748","0"
"2023-04-18 15:49:55","1681807795000","0","0","0","0.008","0.004","0.01","0.057999999999999996","337","27.8","511","94","1890","0","0","1190","0","1900","1190","0","0","1900","0","1190","1.45","1.45","0","687","0"
"2023-04-18 15:50:00","1681807800000","0","0","0","0.04","0.036000000000000004","0.06","0.086","337","27.8","511","94","1400","0","0.121","960","0","1410","959","0","0.12","1410","0","959","1.38","1.38","0","681","0"
"2023-04-18 15:50:05","1681807805000","0","0","0","0.012","0.01","0.013999999999999999","0.122","337","27.8","511","94.1","4080","0","0.11","2480","0","4080","2480","0","0.109","4080","0","2480","1.45","1.45","0","745","0"
"2023-04-18 15:50:10","1681807810000","0","0","0","0.013999999999999999","0.013999999999999999","0.016","0.086","337","27.8","511","93.9","2280","0","0.033600000000000005","1980","0","2280","1980","0","0.03","2280","0","1980","1.45","1.45","0","730","0"
"2023-04-18 15:50:15","1681807815000","0","0","0","0.012","0.006","0.012","0.07400000000000001","337","27.8","511","93.9","3700","0","0.06720000000000001","1710","0","3710","1710","0","0.0516","3710","0","1710","1.45","1.45","0","728","0"
"2023-04-18 15:50:20","1681807820000","0","0","0","0.002","0.002","0.002","0.04","337","27.8","511","93.9","1120","0","0","687","0","1120","687","0","0","1120","0","687","1.44","1.44","0","694","0"
"2023-04-18 15:50:25","1681807825000","0","0","0","0.006","0.006","0.016","0.106","337","27.8","511","93.9","3820","0","0.0112","2350","0","3830","2350","0","0.0108","3830","0","2350","1.45","1.45","0","678","0"
"2023-04-18 15:50:30","1681807830000","0","0","0","0.016","0.01","0.016","0.022000000000000002","337","27.8","511","93.9","137","0","0.113","128","0","141","128","0","0.588","143","0","128","1.45","1.45","0","655","0"
"2023-04-18 15:50:35","1681807835000","0","0","0","0.006","0.006","0.01","0.10400000000000001","337","27.8","511","93.9","2980","0","0","2290","0","2990","2290","0","0","2990","0","2290","1.44","1.44","0","546","0"
"2023-04-18 15:50:40","1681807840000","0","0","0","0.032","0.026000000000000002","0.026000000000000002","0.042","337","27.8","511","93.9","925","0","0","762","0","931","762","0","0","933","0","762","1.44","1.44","0","515","0"
"2023-04-18 15:50:45","1681807845000","0","0","0","0.026000000000000002","0.018000000000000002","0.024","0.066","337","27.8","511","93.9","2050","0","0","693","0","2060","692","0","0","2060","0","692","1.47","1.47","0","514","0"
"2023-04-18 15:50:50","1681807850000","0","0","0","0.01","0.01","0.03","0.094","337","27.8","511","93.9","3120","0","0","2000","0","3130","2000","0","0","3130","0","2000","1.42","1.42","0","511","0"
"2023-04-18 15:50:55","1681807855000","0","0","0","0.036000000000000004","0.016","0.032","0.094","337","27.8","511","93.9","2390","0","0","1510","0","2400","1510","0","0","2400","0","1510","1.47","1.47","0","550","0"
"2023-04-18 15:51:00","1681807860000","0","0","0","0.013999999999999999","0.01","0.02","0.07200000000000001","337","27.8","511","93.9","2110","0","0","1350","0","2110","1350","0","0","2110","0","1350","1.42","1.42","0","520","0"
"2023-04-18 15:51:05","1681807865000","0","0","0","0.024","0.03","0.052000000000000005","0.09","337","27.8","511","93.9","1270","0","0","1350","0","1280","1350","0","0","1280","0","1350","1.4","1.4","0","526","0"
"2023-04-18 15:51:10","1681807870000","0","0","0","0.008","0.008","0.02","0.084","337","27.8","511","93.9","3840","0","0.112","1840","0","3840","1840","0","0.108","3840","0","1840","1.44","1.44","0","579","0"
"2023-04-18 15:51:15","1681807875000","0","0","0","0.048","0.027999999999999997","0.057999999999999996","0.06","337","27.8","511","93.9","339","0","0.155","349","0","350","348","0","0.147","352","0","348","1.44","1.44","0","582","0"
"2023-04-18 15:51:20","1681807880000","0","0","0","0.038","0.016","0.054000000000000006","0.07400000000000001","337","27.8","511","93.9","1260","0","0.019600000000000003","882","0","1270","882","0","0.019600000000000003","1270","0","882","1.44","1.44","0","704","0"
"2023-04-18 15:51:25","1681807885000","0","0","0","0.026000000000000002","0.013999999999999999","0.034","0.10400000000000001","337","27.8","511","93.9","3220","0","0","2009.9999999999998","0","3230","2009.9999999999998","0","0","3230","0","2009.9999999999998","1.42","1.42","0","755","0"
"2023-04-18 15:51:30","1681807890000","0","0","0","0.018000000000000002","0.012","0.02","0.10800000000000001","337","27.8","511","93.9","2970","0","0","1920","0","2980","1920","0","0","2980","0","1920","1.44","1.44","0","790","0"
"2023-04-18 15:51:35","1681807895000","0","0","0","0.038","0.032","0.052000000000000005","0.158","337","27.8","511","93.9","4360","0","0","2730","0","4370","2730","0","0","4370","0","2730","1.44","1.44","0","832","0"
"2023-04-18 15:51:40","1681807900000","0","0","0","0.032","0.027999999999999997","0.048","0.098","335","27.8","511","95.8","2290","0","0","1470","0","2300","1470","0","0","2300","0","1470","1.4","1.4","0","846","0"
"2023-04-18 15:51:45","1681807905000","0","0","0","0.024","0.012","0.022000000000000002","0.092","335","27.8","511","95.8","3000","0","0.0224","1910","0","3010","1910","0","0.024800000000000003","3010","0","1910","1.44","1.44","0","883","0"
"2023-04-18 15:51:50","1681807910000","0","0","0","0.026000000000000002","0.02","0.04","0.048","339","27.8","511","91.8","399","0","0","324","0","411","323","0","0","413","0","323","1.42","1.42","0","871","0"
"2023-04-18 15:51:55","1681807915000","0","0","0","0.036000000000000004","0.02","0.032","0.084","339","27.8","511","91.8","2000","0","0.0112","1310","0","2000","1310","0","0.0108","2000","0","1310","1.44","1.44","0","884","0"
"2023-04-18 15:52:00","1681807920000","0","0","0","0.052000000000000005","0.052000000000000005","0.048","0.057999999999999996","339","27.8","511","91.8","337","0","0.012","304","0","349","304","0","0.008400000000000001","351","0","304","1.44","1.44","0","907","0"
"2023-04-18 15:52:05","1681807925000","0","0","0","0.006","0.008","0.01","0.062","339","27.8","511","92.1","1950","0","0","1180","0","1950","1180","0","0","1960","0","1180","1.44","1.44","0","905","0"
"2023-04-18 15:52:10","1681807930000","0","0","0","0.027999999999999997","0.018000000000000002","0.027999999999999997","0.068","339","27.8","511","91.9","1060","0","0.033600000000000005","732","0","1060","732","0","0.03","1060","0","732","1.44","1.44","0","900","0"
"2023-04-18 15:52:15","1681807935000","0","0","0","0.027999999999999997","0.013999999999999999","0.02","0.11800000000000001","339","27.8","511","91.9","3830","0","0.0632","2380","0","3840","2380","0","0.0588","3840","0","2380","1.44","1.44","0","821","0"
"2023-04-18 15:52:20","1681807940000","0","0","0","0.027999999999999997","0.024","0.03","0.09","339","27.8","511","91.9","2220","0","0","1860","0","2230","1860","0","0","2230","0","1860","1.45","1.45","0","811","0"
"2023-04-18 15:52:25","1681807945000","0","0","0","0.008","0.004","0.008","0.086","339","27.8","511","92","2940","0","0","1330","0","2950","1330","0","0","2950","0","1330","1.44","1.44","0","793","0"
"2023-04-18 15:52:30","1681807950000","0","0","0","0.008","0.002","0.013999999999999999","0.13","339","27.8","511","91.9","4740","0","0.113","2910","0","4740","2910","0","0.581","4750","0","2910","1.44","1.44","0","748","0"
"2023-04-18 15:52:35","1681807955000","0","0","0","0.02","0.026000000000000002","0.027999999999999997","0.07200000000000001","339","27.8","511","91.9","1270","0","0.0224","856","0","1280","856","0","0.0108","1280","0","856","1.45","1.45","0","683","0"
"2023-04-18 15:52:40","1681807960000","0","0","0","0.013999999999999999","0.01","0.018000000000000002","0.068","339","27.8","511","91.9","2120","0","0","1320","0","2120","1320","0","0","2120","0","1320","1.44","1.44","0","679","0"
"2023-04-18 15:52:45","1681807965000","0","0","0","0.006","0.002","0.004","0.05","339","27.8","511","91.9","2090","0","0","1280","0","2100","1280","0","0","2100","0","1280","1.47","1.47","0","655","0"
"2023-04-18 15:52:50","1681807970000","0","0","0","0.012","0.012","0.026000000000000002","0.05","338","27.8","511","92.9","1190","0","0","797","0","1200","797","0","0","1200","0","797","1.45","1.45","0","580","0"
"2023-04-18 15:52:55","1681807975000","0","0","0","0.038","0.03","0.044000000000000004","0.10800000000000001","339","27.8","511","92","1610","0","0","1520","0","1620","1520","0","0","1620","0","1520","1.44","1.44","0","578","0"
"2023-04-18 15:53:00","1681807980000","0","0","0","0.042","0.036000000000000004","0.055999999999999994","0.138","337","27.8","511","94.1","4250","0","0.012","2220","0","4260","2220","0","0.008400000000000001","4260","0","2220","1.42","1.42","0","568","0"
"2023-04-18 15:53:05","1681807985000","0","0","0","0.022000000000000002","0.013999999999999999","0.02","0.094","337","27.8","511","93.9","3000","0","0.0224","1870","0","3000","1870","0","0.0108","3000","0","1870","1.44","1.44","0","642","0"
"2023-04-18 15:53:10","1681807990000","0","0","0","0.026000000000000002","0.016","0.013999999999999999","0.10800000000000001","337","27.8","511","93.9","3730","0","0.056","2300","0","3740","2300","0","0.040799999999999996","3740","0","2300","1.44","1.44","0","629","0"
"2023-04-18 15:53:15","1681807995000","0","0","0","0.036000000000000004","0.026000000000000002","0.05","0.068","337","27.8","511","93.9","1190","0","0.0348","844","0","1200","844","0","0.0334","1200","0","844","1.42","1.42","0","607","0"
"2023-04-18 15:53:20","1681808000000","0","0","0","0.01","0.006","0.026000000000000002","0.048","337","27.8","511","93.9","1040","0","0","681","0","1040","681","0","0","1050","0","681","1.44","1.44","0","629","0"
"2023-04-18 15:53:25","1681808005000","0","0","0","0.036000000000000004","0.032","0.036000000000000004","0.11199999999999999","337","27.8","511","93.9","2380","0","0","1510","0","2390","1510","0","0","2390","0","1510","1.42","1.42","0","642","0"
"2023-04-18 15:53:30","1681808010000","0","0","0","0.048","0.032","0.055999999999999994","0.066","337","27.8","511","93.9","450","0","0.0224","855","0","462","854","0","0.0108","464","0","854","1.42","1.42","0","713","0"
"2023-04-18 15:53:35","1681808015000","0","0","0","0.013999999999999999","0.013999999999999999","0.018000000000000002","0.066","337","27.8","511","93.9","2810","0","0","1300","0","2810","1300","0","0","2820","0","1300","1.44","1.44","0","743","0"
