"Time","Timestamp","iowait","irq","nice","softirq","steal","system","user","Used","Buffer","Cached","Free","br-10cd1f6f3899 receive","docker0 receive","eth0 receive","eth1 receive","lo receive","veth6750e95 receive","br-10cd1f6f3899 transmit","docker0 transmit","eth0 transmit","eth1 transmit","lo transmit","veth6750e95 transmit","total-req-rate","ok-req-rate","error-req-rate","latency-50-percentile","latency-95-percentile","latency-99-percentile","avg-res-time","TimeToFail"
"2023-04-18 14:23:55","1681802635000","0%","0%","0%","4.60%","3.20%","4.40%","10.8%","331 MiB","27.6 MiB","502 MiB","109 MiB","2.49 GB/s","0 kB/s","12 kB/s","1.63 GB/s","0 kB/s","2.50 GB/s","1.63 GB/s","0 kB/s","8.40 kB/s","2.50 GB/s","0 kB/s","1.63 GB/s","2.20 req/s","2.20 req/s","0 req/s","497 ms","3.92 s","4.78 s","854 ms","64687"
"2023-04-18 14:24:00","1681802640000","0%","0%","0%","3.20%","1.60%","4.00%","15%","327 MiB","27.6 MiB","502 MiB","113 MiB","4.23 GB/s","0 kB/s","11.6 kB/s","2.63 GB/s","0 kB/s","4.24 GB/s","2.63 GB/s","0 kB/s","10.8 kB/s","4.24 GB/s","0 kB/s","2.63 GB/s","2.22 req/s","2.22 req/s","0 req/s","480 ms","3.83 s","4.77 s","841 ms","59687"
"2023-04-18 14:24:05","1681802645000","0%","0%","0%","4.20%","3.20%","4.80%","15.6%","327 MiB","27.6 MiB","502 MiB","113 MiB","3.45 GB/s","0 kB/s","33.6 kB/s","2.69 GB/s","0 kB/s","3.46 GB/s","2.69 GB/s","0 kB/s","32.4 kB/s","3.46 GB/s","0 kB/s","2.69 GB/s","2.27 req/s","2.27 req/s","0 req/s","490 ms","3.88 s","4.78 s","835 ms","54687"
"2023-04-18 14:24:10","1681802650000","0%","0%","0%","4.80%","4.00%","6.80%","12.0%","327 MiB","27.6 MiB","502 MiB","113 MiB","2.61 GB/s","0 kB/s","48.4 kB/s","1.60 GB/s","0 kB/s","2.63 GB/s","1.60 GB/s","0 kB/s","40.8 kB/s","2.63 GB/s","0 kB/s","1.60 GB/s","2.31 req/s","2.31 req/s","0 req/s","507 ms","3.87 s","4.77 s","845 ms","49687"
"2023-04-18 14:24:15","1681802655000","0%","0%","0%","8.80%","5.40%","7.60%","23.6%","337 MiB","27.6 MiB","502 MiB","102 MiB","6.64 GB/s","0 kB/s","0 kB/s","3.93 GB/s","0 kB/s","6.66 GB/s","3.93 GB/s","0 kB/s","0 kB/s","6.66 GB/s","0 kB/s","3.93 GB/s","2.22 req/s","2.22 req/s","0 req/s","532 ms","3.83 s","4.77 s","858 ms","44687"
"2023-04-18 14:24:20","1681802660000","0%","0%","0%","6.80%","3.00%","6.20%","14.4%","330 MiB","27.6 MiB","502 MiB","110 MiB","2.41 GB/s","0 kB/s","0 kB/s","2.30 GB/s","0 kB/s","2.43 GB/s","2.30 GB/s","0 kB/s","0 kB/s","2.44 GB/s","0 kB/s","2.30 GB/s","2.35 req/s","2.35 req/s","0 req/s","621 ms","4.21 s","6.77 s","1.02 s","39687"
"2023-04-18 14:24:25","1681802665000","0%","0%","0%","8.00%","3.80%","6.60%","16.4%","330 MiB","27.6 MiB","502 MiB","110 MiB","4.74 GB/s","0 kB/s","0 kB/s","2.39 GB/s","0 kB/s","4.77 GB/s","2.39 GB/s","0 kB/s","0 kB/s","4.77 GB/s","0 kB/s","2.39 GB/s","2.33 req/s","2.33 req/s","0 req/s","758 ms","4.62 s","8.40 s","1.24 s","34687"
"2023-04-18 14:24:30","1681802670000","0%","0%","0%","3.20%","1.80%","3.40%","24.0%","330 MiB","27.6 MiB","502 MiB","110 MiB","7.69 GB/s","0 kB/s","113 kB/s","4.75 GB/s","0 kB/s","7.70 GB/s","4.75 GB/s","0 kB/s","579 kB/s","7.70 GB/s","0 kB/s","4.75 GB/s","2.49 req/s","2.49 req/s","0 req/s","910 ms","5.72 s","9.14 s","1.55 s","29687"
"2023-04-18 14:24:35","1681802675000","0%","0%","0%","5.60%","5.40%","5.80%","13.8%","330 MiB","27.6 MiB","502 MiB","110 MiB","3.18 GB/s","0 kB/s","0 kB/s","2.03 GB/s","0 kB/s","3.19 GB/s","2.03 GB/s","0 kB/s","0 kB/s","3.19 GB/s","0 kB/s","2.03 GB/s","2.44 req/s","2.44 req/s","0 req/s","885 ms","5.81 s","9.16 s","1.54 s","24687"
"2023-04-18 14:24:40","1681802680000","0%","0%","0%","3.20%","2.00%","2.60%","14.8%","330 MiB","27.6 MiB","502 MiB","110 MiB","5.08 GB/s","0 kB/s","0 kB/s","3.14 GB/s","0 kB/s","5.09 GB/s","3.14 GB/s","0 kB/s","0 kB/s","5.09 GB/s","0 kB/s","3.14 GB/s","2.49 req/s","2.49 req/s","0 req/s","888 ms","5.72 s","9.14 s","1.54 s","19687"
"2023-04-18 14:24:45","1681802685000","0%","0%","0%","6.00%","4.40%","8.00%","12.6%","330 MiB","27.6 MiB","502 MiB","110 MiB","3.29 GB/s","0 kB/s","11.6 kB/s","2.15 GB/s","0 kB/s","3.30 GB/s","2.15 GB/s","0 kB/s","10.8 kB/s","3.31 GB/s","0 kB/s","2.15 GB/s","2.42 req/s","2.42 req/s","0 req/s","810 ms","5.84 s","9.17 s","1.50 s","14687"
"2023-04-18 14:24:50","1681802690000","0%","0%","0%","2.80%","1.40%","2.80%","20.6%","330 MiB","27.6 MiB","502 MiB","110 MiB","6.09 GB/s","0 kB/s","0 kB/s","4.40 GB/s","0 kB/s","6.10 GB/s","4.40 GB/s","0 kB/s","0 kB/s","6.11 GB/s","0 kB/s","4.40 GB/s","2.44 req/s","2.44 req/s","0 req/s","865 ms","5.81 s","9.16 s","1.55 s","9687"
"2023-04-18 14:24:55","1681802695000","0%","0%","0%","3.60%","2.40%","4.00%","16.0%","330 MiB","27.6 MiB","502 MiB","110 MiB","5.93 GB/s","0 kB/s","0 kB/s","3.04 GB/s","0 kB/s","5.94 GB/s","3.04 GB/s","0 kB/s","0 kB/s","5.95 GB/s","0 kB/s","3.04 GB/s","2.47 req/s","2.47 req/s","0 req/s","845 ms","5.75 s","9.15 s","1.52 s","4687"
"2023-04-18 14:25:00","1681802700000","0%","0%","0%","9.20%","7.80%","7.60%","16.2%","330 MiB","27.6 MiB","502 MiB","110 MiB","3.29 GB/s","0 kB/s","0 kB/s","2.22 GB/s","0 kB/s","3.31 GB/s","2.22 GB/s","0 kB/s","0 kB/s","3.31 GB/s","0 kB/s","2.22 GB/s","2.40 req/s","2.40 req/s","0 req/s","870 ms","5.87 s","9.17 s","1.55 s","127"
"2023-04-18 14:25:05","1681802705000","0%","0%","0%","5%","6.40%","4.40%","10.8%","330 MiB","27.6 MiB","502 MiB","110 MiB","2.34 GB/s","0 kB/s","0 kB/s","1.52 GB/s","0 kB/s","2.36 GB/s","1.52 GB/s","0 kB/s","0 kB/s","2.36 GB/s","0 kB/s","1.52 GB/s","2.40 req/s","2.40 req/s","0 req/s","926 ms","6.70 s","9.34 s","1.65 s","58269"
"2023-04-18 14:25:10","1681802710000","0%","0%","0%","5.80%","6.00%","4.40%","12.2%","324 MiB","27.6 MiB","502 MiB","116 MiB","2.10 GB/s","0 kB/s","48.4 kB/s","1.86 GB/s","0 kB/s","2.12 GB/s","1.86 GB/s","0 kB/s","40.8 kB/s","2.12 GB/s","0 kB/s","1.86 GB/s","2.51 req/s","2.47 req/s","0.0364 req/s","981 ms","7.35 s","9.47 s","1.81 s","53269"
"2023-04-18 14:25:15","1681802715000","0%","0%","0%","6.00%","4.60%","5.40%","19.6%","324 MiB","27.6 MiB","502 MiB","116 MiB","4.67 GB/s","0 kB/s","118 kB/s","3.09 GB/s","0 kB/s","4.68 GB/s","3.09 GB/s","0 kB/s","94.8 kB/s","4.69 GB/s","0 kB/s","3.09 GB/s","2.60 req/s","2.56 req/s","0.0364 req/s","1.02 s","7.45 s","9.49 s","1.83 s","48269"
"2023-04-18 14:25:20","1681802720000","0%","0%","0%","6.60%","4.60%","6.20%","15.4%","324 MiB","27.6 MiB","502 MiB","116 MiB","4.35 GB/s","0 kB/s","34.4 kB/s","2.40 GB/s","0 kB/s","4.37 GB/s","2.40 GB/s","0 kB/s","19.2 kB/s","4.37 GB/s","0 kB/s","2.40 GB/s","2.58 req/s","2.55 req/s","0.0364 req/s","894 ms","7.04 s","9.41 s","1.69 s","43269"
"2023-04-18 14:25:25","1681802725000","0%","0%","0%","5.60%","4.20%","5.20%","23.6%","324 MiB","27.6 MiB","502 MiB","116 MiB","5.39 GB/s","0 kB/s","44.8 kB/s","3.99 GB/s","0 kB/s","5.40 GB/s","3.99 GB/s","0 kB/s","21.6 kB/s","5.41 GB/s","0 kB/s","3.99 GB/s","2.45 req/s","2.42 req/s","0.0364 req/s","764 ms","5.78 s","9.16 s","1.41 s","38269"
"2023-04-18 14:25:30","1681802730000","0%","0%","0%","6.60%","3.00%","6.40%","16.6%","328 MiB","27.6 MiB","502 MiB","112 MiB","5.17 GB/s","0 kB/s","0 kB/s","2.72 GB/s","0 kB/s","5.19 GB/s","2.72 GB/s","0 kB/s","0 kB/s","5.18 GB/s","0 kB/s","2.72 GB/s","2.44 req/s","2.40 req/s","0.0364 req/s","818 ms","5.81 s","9.16 s","1.45 s","33269"
"2023-04-18 14:25:35","1681802735000","0%","0%","0%","4.60%","3.00%","5%","12.0%","328 MiB","27.6 MiB","502 MiB","112 MiB","3.55 GB/s","0 kB/s","34 kB/s","2.20 GB/s","0 kB/s","3.57 GB/s","2.20 GB/s","0 kB/s","21.6 kB/s","3.57 GB/s","0 kB/s","2.20 GB/s","2.44 req/s","2.40 req/s","0.0364 req/s","848 ms","5.81 s","9.16 s","1.48 s","28269"
"2023-04-18 14:25:40","1681802740000","0%","0%","0%","5%","3.00%","5.80%","15.4%","328 MiB","27.6 MiB","502 MiB","112 MiB","2.87 GB/s","0 kB/s","22.4 kB/s","2.74 GB/s","0 kB/s","2.88 GB/s","2.74 GB/s","0 kB/s","10.8 kB/s","2.89 GB/s","0 kB/s","2.74 GB/s","2.49 req/s","2.45 req/s","0.0364 req/s","896 ms","5.72 s","9.14 s","1.50 s","23269"
"2023-04-18 14:25:45","1681802745000","0%","0%","0%","5.40%","2.40%","4.80%","21.4%","332 MiB","27.6 MiB","502 MiB","108 MiB","7.23 GB/s","0 kB/s","11.2 kB/s","3.64 GB/s","0 kB/s","7.24 GB/s","3.64 GB/s","0 kB/s","10.8 kB/s","7.24 GB/s","0 kB/s","3.64 GB/s","2.47 req/s","2.44 req/s","0.0364 req/s","871 ms","5.75 s","9.15 s","1.48 s","18269"
"2023-04-18 14:25:50","1681802750000","0%","0%","0%","2.20%","0.800%","3.80%","17.4%","336 MiB","27.6 MiB","502 MiB","104 MiB","6.31 GB/s","0 kB/s","11.6 kB/s","3.83 GB/s","0 kB/s","6.32 GB/s","3.83 GB/s","0 kB/s","10.8 kB/s","6.32 GB/s","0 kB/s","3.83 GB/s","2.45 req/s","2.42 req/s","0.0364 req/s","893 ms","5.78 s","9.16 s","1.52 s","13269"
"2023-04-18 14:25:55","1681802755000","0%","0%","0%","2.80%","1.40%","2.80%","10%","336 MiB","27.6 MiB","502 MiB","104 MiB","3.16 GB/s","0 kB/s","0 kB/s","2.37 GB/s","0 kB/s","3.17 GB/s","2.37 GB/s","0 kB/s","0 kB/s","3.17 GB/s","0 kB/s","2.37 GB/s","2.53 req/s","2.49 req/s","0.0364 req/s","850 ms","5.66 s","9.13 s","1.48 s","8269"
"2023-04-18 14:26:00","1681802760000","0%","0%","0%","3.00%","1.40%","5.20%","18.8%","336 MiB","27.6 MiB","502 MiB","104 MiB","5.93 GB/s","0 kB/s","0 kB/s","3.94 GB/s","0 kB/s","5.94 GB/s","3.94 GB/s","0 kB/s","0 kB/s","5.94 GB/s","0 kB/s","3.94 GB/s","2.51 req/s","2.47 req/s","0.0364 req/s","794 ms","4.91 s","8.85 s","1.38 s","3269"
"2023-04-18 14:26:05","1681802765000","0%","0%","0%","3.20%","4.60%","4.80%","18.4%","327 MiB","27.6 MiB","502 MiB","113 MiB","6.22 GB/s","0 kB/s","22.4 kB/s","3.26 GB/s","0 kB/s","6.23 GB/s","3.26 GB/s","0 kB/s","10.8 kB/s","6.23 GB/s","0 kB/s","3.26 GB/s","2.69 req/s","2.69 req/s","0 req/s","720 ms","4.42 s","7.53 s","1.13 s","786"
"2023-04-18 14:26:10","1681802770000","0%","0%","0%","3.60%","1.40%","4.00%","11.6%","329 MiB","27.6 MiB","502 MiB","111 MiB","2.02 GB/s","0 kB/s","68 kB/s","3.20 GB/s","0 kB/s","2.04 GB/s","3.20 GB/s","0 kB/s","49.2 kB/s","2.04 GB/s","0 kB/s","3.20 GB/s","2.56 req/s","2.56 req/s","0 req/s","685 ms","4.02 s","4.80 s","1.00 s","56"
"2023-04-18 14:26:15","1681802775000","0%","0%","0%","4.20%","2.40%","2.80%","3.80%","329 MiB","27.6 MiB","502 MiB","111 MiB","375 MB/s","0 kB/s","0 kB/s","651 MB/s","0 kB/s","389 MB/s","651 MB/s","0 kB/s","0 kB/s","391 MB/s","0 kB/s","651 MB/s","2.67 req/s","2.56 req/s","0.109 req/s","771 ms","4.45 s","4.96 s","1.22 s","9"
"2023-04-18 14:26:20","1681802780000","0%","0%","0%","3.00%","1.60%","2.20%","6.60%","329 MiB","27.6 MiB","502 MiB","111 MiB","1.32 GB/s","0 kB/s","11.2 kB/s","1.83 GB/s","0 kB/s","1.33 GB/s","1.83 GB/s","0 kB/s","10.8 kB/s","1.33 GB/s","0 kB/s","1.83 GB/s","2.76 req/s","2.49 req/s","0.273 req/s","912 ms","4.78 s","8.10 s","1.55 s","309"
"2023-04-18 14:26:25","1681802785000","0%","0%","0%","4.00%","3.60%","2.20%","7.20%","322 MiB","27.6 MiB","502 MiB","118 MiB","1.26 GB/s","0 kB/s","22.4 kB/s","1.94 GB/s","0 kB/s","1.27 GB/s","1.94 GB/s","0 kB/s","10.8 kB/s","1.27 GB/s","0 kB/s","1.94 GB/s","2.87 req/s","2.42 req/s","0.455 req/s","1.12 s","4.90 s","9.42 s","1.78 s","657"
"2023-04-18 14:26:30","1681802790000","0%","0%","0%","2.00%","4.00%","2.60%","3.40%","319 MiB","27.6 MiB","502 MiB","120 MiB","252 MB/s","0 kB/s","135 kB/s","236 MB/s","0 kB/s","260 MB/s","236 MB/s","0 kB/s","605 kB/s","262 MB/s","0 kB/s","236 MB/s","2.98 req/s","2.27 req/s","0.709 req/s","1.78 s","4.99 s","9.54 s","1.98 s","141"
"2023-04-18 14:26:35","1681802795000","0%","0%","0%","3.20%","3.40%","3.60%","6.20%","319 MiB","27.6 MiB","502 MiB","120 MiB","318 MB/s","0 kB/s","0 kB/s","1.11 GB/s","0 kB/s","332 MB/s","1.11 GB/s","0 kB/s","0 kB/s","334 MB/s","0 kB/s","1.11 GB/s","3.07 req/s","2.16 req/s","0.909 req/s","2.58 s","6.11 s","10 s","2.29 s","153"
"2023-04-18 14:26:40","1681802800000","0%","0%","0%","2.80%","2.40%","2.80%","3.40%","319 MiB","27.6 MiB","502 MiB","120 MiB","279 MB/s","0 kB/s","11.6 kB/s","270 MB/s","0 kB/s","292 MB/s","270 MB/s","0 kB/s","10.8 kB/s","294 MB/s","0 kB/s","270 MB/s","3.18 req/s","2.05 req/s","1.13 req/s","2.88 s","7.36 s","10 s","2.51 s","2344"
"2023-04-18 14:26:45","1681802805000","0%","0%","0%","2.20%","1.60%","1.80%","5.60%","327 MiB","27.6 MiB","502 MiB","112 MiB","490 MB/s","0 kB/s","0 kB/s","954 MB/s","0 kB/s","498 MB/s","954 MB/s","0 kB/s","0 kB/s","500 MB/s","0 kB/s","954 MB/s","3.33 req/s","1.89 req/s","1.44 req/s","3.17 s","8.42 s","10 s","2.82 s","109"
"2023-04-18 14:26:50","1681802810000","0%","0%","0%","3.20%","2.60%","3.80%","5.40%","327 MiB","27.6 MiB","502 MiB","112 MiB","1.36 GB/s","0 kB/s","22.4 kB/s","466 MB/s","0 kB/s","1.38 GB/s","466 MB/s","0 kB/s","10.8 kB/s","1.38 GB/s","0 kB/s","466 MB/s","3.44 req/s","1.91 req/s","1.53 req/s","3.28 s","9.27 s","10 s","3.02 s","85"
"2023-04-18 14:26:55","1681802815000","0%","0%","0%","2.00%","2.60%","2.00%","4.60%","321 MiB","27.6 MiB","502 MiB","118 MiB","171 MB/s","0 kB/s","0 kB/s","1.11 GB/s","0 kB/s","178 MB/s","1.11 GB/s","0 kB/s","0 kB/s","180 MB/s","0 kB/s","1.11 GB/s","3.62 req/s","1.85 req/s","1.76 req/s","3.47 s","9.35 s","10 s","3.23 s","1739"
"2023-04-18 14:27:00","1681802820000","0%","0%","0%","3.80%","1.60%","2.80%","16.4%","336 MiB","27.6 MiB","502 MiB","104 MiB","3.36 GB/s","0 kB/s","0 kB/s","4.01 GB/s","0 kB/s","3.37 GB/s","4.01 GB/s","0 kB/s","0 kB/s","3.37 GB/s","0 kB/s","4.01 GB/s","3.60 req/s","1.55 req/s","2.05 req/s","3.68 s","9.70 s","10 s","3.50 s","57"
"2023-04-18 14:27:05","1681802825000","0%","0%","0%","5.40%","3.60%","4.40%","8.40%","331 MiB","27.6 MiB","502 MiB","109 MiB","1.28 GB/s","0 kB/s","18 kB/s","1.36 GB/s","0 kB/s","1.29 GB/s","1.36 GB/s","0 kB/s","23.6 kB/s","1.30 GB/s","0 kB/s","1.36 GB/s","3.67 req/s","1.56 req/s","2.11 req/s","3.72 s","9.97 s","10 s","3.57 s","36"
"2023-04-18 14:27:10","1681802830000","0%","0%","0%","5%","2.00%","3.80%","4.20%","331 MiB","27.6 MiB","502 MiB","109 MiB","419 MB/s","0 kB/s","33.6 kB/s","434 MB/s","0 kB/s","432 MB/s","434 MB/s","0 kB/s","30 kB/s","434 MB/s","0 kB/s","434 MB/s","3.69 req/s","1.49 req/s","2.20 req/s","3.72 s","9.95 s","10 s","3.55 s","9139"
"2023-04-18 14:27:15","1681802835000","0%","0%","0%","2.60%","1.80%","3.20%","8.20%","329 MiB","27.6 MiB","502 MiB","111 MiB","1.21 GB/s","0 kB/s","12 kB/s","1.60 GB/s","0 kB/s","1.22 GB/s","1.60 GB/s","0 kB/s","8.40 kB/s","1.22 GB/s","0 kB/s","1.60 GB/s","3.76 req/s","1.44 req/s","2.33 req/s","3.74 s","10 s","10 s","3.63 s","4139"
"2023-04-18 14:27:20","1681802840000","0%","0%","0%","5.20%","2.20%","4.60%","31.6%","334 MiB","27.6 MiB","502 MiB","105 MiB","9.44 GB/s","0 kB/s","0 kB/s","6.41 GB/s","0 kB/s","9.45 GB/s","6.41 GB/s","0 kB/s","0 kB/s","9.45 GB/s","0 kB/s","6.41 GB/s","3.89 req/s","1.55 req/s","2.35 req/s","3.73 s","10 s","10 s","3.67 s","525"
"2023-04-18 14:27:25","1681802845000","0%","0%","0%","4.80%","3.60%","5.80%","9.20%","334 MiB","27.6 MiB","502 MiB","105 MiB","2.95 GB/s","0 kB/s","11.2 kB/s","1.13 GB/s","0 kB/s","2.97 GB/s","1.13 GB/s","0 kB/s","10.8 kB/s","2.97 GB/s","0 kB/s","1.13 GB/s","3.87 req/s","1.78 req/s","2.09 req/s","3.60 s","10 s","10 s","3.60 s","223"
"2023-04-18 14:27:30","1681802850000","0%","0%","0%","6.00%","2.20%","4.80%","9.60%","321 MiB","27.6 MiB","502 MiB","119 MiB","1.16 GB/s","0 kB/s","0 kB/s","1.78 GB/s","0 kB/s","1.18 GB/s","1.78 GB/s","0 kB/s","0 kB/s","1.18 GB/s","0 kB/s","1.78 GB/s","3.82 req/s","1.84 req/s","1.98 req/s","3.56 s","10 s","10 s","3.51 s","200"
"2023-04-18 14:27:35","1681802855000","0%","0%","0%","4.00%","1.60%","3.20%","4.20%","319 MiB","27.6 MiB","502 MiB","121 MiB","324 MB/s","0 kB/s","11.2 kB/s","260 MB/s","0 kB/s","333 MB/s","260 MB/s","0 kB/s","10.8 kB/s","334 MB/s","0 kB/s","260 MB/s","3.82 req/s","1.82 req/s","2.00 req/s","3.55 s","10 s","10 s","3.47 s","448"
"2023-04-18 14:27:40","1681802860000","0%","0%","0%","3.80%","1.60%","4.20%","20.4%","331 MiB","27.6 MiB","502 MiB","108 MiB","4.68 GB/s","0 kB/s","44.8 kB/s","4.08 GB/s","0 kB/s","4.70 GB/s","4.08 GB/s","0 kB/s","21.6 kB/s","4.70 GB/s","0 kB/s","4.08 GB/s","3.87 req/s","1.93 req/s","1.95 req/s","3.53 s","10 s","10 s","3.47 s","224347"
"2023-04-18 14:27:45","1681802865000","0%","0%","0%","6.20%","1.80%","6.20%","9.20%","331 MiB","27.6 MiB","502 MiB","108 MiB","475 MB/s","0 kB/s","0 kB/s","1.21 GB/s","0 kB/s","492 MB/s","1.21 GB/s","0 kB/s","0 kB/s","494 MB/s","0 kB/s","1.21 GB/s","3.82 req/s","1.95 req/s","1.87 req/s","3.50 s","9.38 s","10 s","3.40 s","219347"
"2023-04-18 14:27:50","1681802870000","0%","0%","0%","4.40%","2.00%","5.40%","6.00%","331 MiB","27.6 MiB","502 MiB","108 MiB","393 MB/s","0 kB/s","0 kB/s","303 MB/s","0 kB/s","406 MB/s","303 MB/s","0 kB/s","0 kB/s","408 MB/s","0 kB/s","303 MB/s","3.75 req/s","2.07 req/s","1.67 req/s","3.48 s","10 s","10 s","3.42 s","214347"
"2023-04-18 14:27:55","1681802875000","0%","0%","0%","0.800%","0.800%","0.600%","8.20%","331 MiB","27.6 MiB","502 MiB","108 MiB","3.19 GB/s","0 kB/s","22.4 kB/s","1.93 GB/s","0 kB/s","3.19 GB/s","1.93 GB/s","0 kB/s","10.8 kB/s","3.19 GB/s","0 kB/s","1.93 GB/s","3.47 req/s","2.09 req/s","1.38 req/s","3.44 s","10 s","10 s","3.42 s","209347"
"2023-04-18 14:28:00","1681802880000","0%","0%","0%","2.60%","1.80%","4.20%","5.60%","331 MiB","27.6 MiB","502 MiB","108 MiB","1.26 GB/s","0 kB/s","26.4 kB/s","840 MB/s","0 kB/s","1.27 GB/s","840 MB/s","0 kB/s","21.6 kB/s","1.27 GB/s","0 kB/s","840 MB/s","3.31 req/s","1.98 req/s","1.33 req/s","3.41 s","9.96 s","10 s","3.33 s","204347"
"2023-04-18 14:28:05","1681802885000","0%","0%","0%","5.40%","4.80%","5.40%","5.40%","331 MiB","27.6 MiB","502 MiB","108 MiB","323 MB/s","0 kB/s","12 kB/s","265 MB/s","0 kB/s","333 MB/s","265 MB/s","0 kB/s","8.40 kB/s","334 MB/s","0 kB/s","265 MB/s","3.07 req/s","1.95 req/s","1.13 req/s","3.33 s","10 s","10 s","3.33 s","199347"
"2023-04-18 14:28:10","1681802890000","0%","0%","0%","1.60%","1.20%","1.40%","10.6%","331 MiB","27.6 MiB","502 MiB","108 MiB","2.29 GB/s","0 kB/s","33.6 kB/s","1.94 GB/s","0 kB/s","2.29 GB/s","1.94 GB/s","0 kB/s","30 kB/s","2.30 GB/s","0 kB/s","1.94 GB/s","2.76 req/s","1.93 req/s","0.836 req/s","3.10 s","9.67 s","10 s","3.06 s","194347"
"2023-04-18 14:28:15","1681802895000","0%","0%","0%","2.80%","2.80%","3.00%","8.20%","327 MiB","27.6 MiB","502 MiB","113 MiB","2.81 GB/s","0 kB/s","0 kB/s","1.23 GB/s","0 kB/s","2.81 GB/s","1.23 GB/s","0 kB/s","0 kB/s","2.81 GB/s","0 kB/s","1.23 GB/s","2.45 req/s","1.82 req/s","0.636 req/s","2.87 s","8.47 s","10 s","2.80 s","189347"
"2023-04-18 14:28:20","1681802900000","0%","0%","0%","1.20%","1.40%","2.20%","4.80%","327 MiB","27.6 MiB","502 MiB","113 MiB","1.05 GB/s","0 kB/s","0 kB/s","670 MB/s","0 kB/s","1.06 GB/s","670 MB/s","0 kB/s","0 kB/s","1.06 GB/s","0 kB/s","670 MB/s","2.20 req/s","1.56 req/s","0.636 req/s","2.99 s","8.86 s","10 s","2.82 s","184347"
"2023-04-18 14:28:25","1681802905000","0%","0%","0%","2.20%","1.40%","2.40%","4.60%","327 MiB","27.6 MiB","502 MiB","113 MiB","1.10 GB/s","0 kB/s","14.8 kB/s","723 MB/s","0 kB/s","1.11 GB/s","723 MB/s","0 kB/s","10.8 kB/s","1.11 GB/s","0 kB/s","723 MB/s","2 req/s","1.45 req/s","0.545 req/s","2.81 s","9.06 s","10 s","2.72 s","179347"
"2023-04-18 14:28:30","1681802910000","0%","0%","0%","2.60%","1.40%","2.80%","5.60%","327 MiB","27.6 MiB","502 MiB","113 MiB","1.19 GB/s","0 kB/s","124 kB/s","793 MB/s","0 kB/s","1.20 GB/s","793 MB/s","0 kB/s","594 kB/s","1.20 GB/s","0 kB/s","793 MB/s","1.82 req/s","1.51 req/s","0.309 req/s","2.18 s","9.29 s","10 s","2.49 s","174347"
"2023-04-18 14:28:35","1681802915000","0%","0%","0%","1.40%","0.800%","2.40%","2.40%","331 MiB","27.6 MiB","502 MiB","109 MiB","123 MB/s","0 kB/s","0 kB/s","92.4 MB/s","0 kB/s","127 MB/s","92.3 MB/s","0 kB/s","0 kB/s","129 MB/s","0 kB/s","92.3 MB/s","1.45 req/s","1.40 req/s","0.0545 req/s","1.35 s","8.00 s","10 s","1.94 s","169347"
"2023-04-18 14:28:40","1681802920000","0%","0%","0%","3.20%","1.80%","3.60%","4.20%","331 MiB","27.6 MiB","502 MiB","109 MiB","218 MB/s","0 kB/s","17.6 kB/s","200 MB/s","0 kB/s","225 MB/s","200 MB/s","0 kB/s","23.2 kB/s","227 MB/s","0 kB/s","200 MB/s","1.29 req/s","1.25 req/s","0.0364 req/s","719 ms","8.45 s","10 s","1.72 s","164347"
"2023-04-18 14:28:45","1681802925000","0%","0%","0%","1.00%","0.400%","1.00%","6.40%","331 MiB","27.6 MiB","502 MiB","109 MiB","1.98 GB/s","0 kB/s","0 kB/s","1.23 GB/s","0 kB/s","1.99 GB/s","1.23 GB/s","0 kB/s","0 kB/s","1.99 GB/s","0 kB/s","1.23 GB/s","1.09 req/s","1.09 req/s","0 req/s","417 ms","4.17 s","8.50 s","937 ms","159347"
"2023-04-18 14:28:50","1681802930000","0%","0%","0%","1.80%","0.600%","2.20%","6.40%","331 MiB","27.6 MiB","502 MiB","109 MiB","2.19 GB/s","0 kB/s","11.2 kB/s","1.37 GB/s","0 kB/s","2.19 GB/s","1.37 GB/s","0 kB/s","10.8 kB/s","2.19 GB/s","0 kB/s","1.37 GB/s","1.07 req/s","1.07 req/s","0 req/s","366 ms","2.39 s","4.26 s","711 ms","154347"
"2023-04-18 14:28:55","1681802935000","0%","0%","0%","2.80%","2.20%","4.40%","6.60%","331 MiB","27.6 MiB","502 MiB","109 MiB","1.29 GB/s","0 kB/s","0 kB/s","879 MB/s","0 kB/s","1.30 GB/s","879 MB/s","0 kB/s","0 kB/s","1.30 GB/s","0 kB/s","879 MB/s","1.04 req/s","1.04 req/s","0 req/s","366 ms","2.41 s","4.29 s","733 ms","149347"
"2023-04-18 14:29:00","1681802940000","0%","0%","0%","1.20%","0.600%","2.00%","5.60%","331 MiB","27.6 MiB","502 MiB","109 MiB","1.89 GB/s","0 kB/s","0 kB/s","1.15 GB/s","0 kB/s","1.90 GB/s","1.15 GB/s","0 kB/s","0 kB/s","1.90 GB/s","0 kB/s","1.15 GB/s","1.09 req/s","1.09 req/s","0 req/s","365 ms","2.40 s","4.25 s","740 ms","144347"
