"Time","Timestamp","iowait","irq","nice","softirq","steal","system","user","Used","Buffer","Cached","Free","br-10cd1f6f3899 receive","docker0 receive","eth0 receive","eth1 receive","lo receive","veth6750e95 receive","br-10cd1f6f3899 transmit","docker0 transmit","eth0 transmit","eth1 transmit","lo transmit","veth6750e95 transmit","total-req-rate","ok-req-rate","error-req-rate","latency-50-percentile","latency-95-percentile","latency-99-percentile","avg-res-time","TimeToFail"
"2023-04-18 16:05:45","1681808745000","0%","0%","0%","3.20%","3.00%","4.60%","9.60%","339 MiB","27.8 MiB","511 MiB","91.7 MiB","2.13 GB/s","0 kB/s","12 kB/s","1.44 GB/s","0 kB/s","2.15 GB/s","1.44 GB/s","0 kB/s","8.40 kB/s","2.15 GB/s","0 kB/s","1.44 GB/s","1.58 req/s","1.58 req/s","0 req/s","469 ms","3.95 s","5.65 s","846 ms","138979"
"2023-04-18 16:05:50","1681808750000","0%","0%","0%","3.80%","3.40%","8.00%","13.4%","338 MiB","27.8 MiB","511 MiB","92.9 MiB","3.21 GB/s","0 kB/s","58.8 kB/s","2.04 GB/s","0 kB/s","3.23 GB/s","2.04 GB/s","0 kB/s","58.8 kB/s","3.23 GB/s","0 kB/s","2.04 GB/s","1.51 req/s","1.51 req/s","0 req/s","467 ms","4.13 s","5.85 s","885 ms","133979"
"2023-04-18 16:05:55","1681808755000","0%","0%","0%","3.60%","2.80%","3.80%","15.6%","338 MiB","27.8 MiB","511 MiB","92.9 MiB","4.07 GB/s","0 kB/s","50.8 kB/s","2.56 GB/s","0 kB/s","4.08 GB/s","2.56 GB/s","0 kB/s","50 kB/s","4.08 GB/s","0 kB/s","2.56 GB/s","1.56 req/s","1.56 req/s","0 req/s","476 ms","4.17 s","5.70 s","920 ms","128979"
"2023-04-18 16:06:00","1681808760000","0%","0%","0%","1.80%","1.20%","3.00%","12.2%","338 MiB","27.8 MiB","511 MiB","92.9 MiB","3.92 GB/s","0 kB/s","39.2 kB/s","2.45 GB/s","0 kB/s","3.93 GB/s","2.45 GB/s","0 kB/s","39.2 kB/s","3.93 GB/s","0 kB/s","2.45 GB/s","1.55 req/s","1.55 req/s","0 req/s","482 ms","4.10 s","5.75 s","897 ms","123979"
"2023-04-18 16:06:05","1681808765000","0%","0%","0%","2.80%","2.80%","3.60%","11.4%","338 MiB","27.8 MiB","511 MiB","92.9 MiB","2.42 GB/s","0 kB/s","19.6 kB/s","2.05 GB/s","0 kB/s","2.43 GB/s","2.05 GB/s","0 kB/s","19.6 kB/s","2.43 GB/s","0 kB/s","2.05 GB/s","1.56 req/s","1.56 req/s","0 req/s","457 ms","3.82 s","5.70 s","832 ms","118979"
"2023-04-18 16:06:10","1681808770000","0%","0%","0%","2.00%","1.000%","2.20%","8.80%","338 MiB","27.8 MiB","511 MiB","92.9 MiB","2.86 GB/s","0 kB/s","64.8 kB/s","1.30 GB/s","0 kB/s","2.86 GB/s","1.30 GB/s","0 kB/s","60.4 kB/s","2.86 GB/s","0 kB/s","1.30 GB/s","1.58 req/s","1.58 req/s","0 req/s","466 ms","3.64 s","4.73 s","823 ms","113979"
"2023-04-18 16:06:15","1681808775000","0%","0%","0%","4.40%","3.80%","5.20%","11.4%","342 MiB","27.8 MiB","511 MiB","89.1 MiB","2.47 GB/s","0 kB/s","38 kB/s","1.62 GB/s","0 kB/s","2.48 GB/s","1.62 GB/s","0 kB/s","30 kB/s","2.49 GB/s","0 kB/s","1.62 GB/s","1.58 req/s","1.58 req/s","0 req/s","440 ms","3.79 s","4.76 s","818 ms","108979"
"2023-04-18 16:06:20","1681808780000","0%","0%","0%","2.20%","1.00%","2.80%","13.4%","340 MiB","27.8 MiB","511 MiB","90.9 MiB","4.09 GB/s","0 kB/s","0 kB/s","2.53 GB/s","0 kB/s","4.09 GB/s","2.53 GB/s","0 kB/s","0 kB/s","4.10 GB/s","0 kB/s","2.53 GB/s","1.56 req/s","1.56 req/s","0 req/s","454 ms","3.92 s","4.79 s","868 ms","103979"
"2023-04-18 16:06:25","1681808785000","0%","0%","0%","1.20%","1.60%","2.60%","9.80%","340 MiB","27.8 MiB","511 MiB","90.9 MiB","3.16 GB/s","0 kB/s","30.8 kB/s","1.96 GB/s","0 kB/s","3.16 GB/s","1.96 GB/s","0 kB/s","30.4 kB/s","3.16 GB/s","0 kB/s","1.96 GB/s","1.58 req/s","1.58 req/s","0 req/s","423 ms","3.79 s","4.76 s","796 ms","98979"
"2023-04-18 16:06:30","1681808790000","0%","0%","0%","3.00%","1.80%","4.80%","13.6%","340 MiB","27.8 MiB","511 MiB","90.9 MiB","3.46 GB/s","0 kB/s","113 kB/s","2.17 GB/s","0 kB/s","3.47 GB/s","2.17 GB/s","0 kB/s","584 kB/s","3.47 GB/s","0 kB/s","2.17 GB/s","1.58 req/s","1.58 req/s","0 req/s","431 ms","3.79 s","4.76 s","791 ms","93979"
"2023-04-18 16:06:35","1681808795000","0%","0%","0%","1.00%","0.600%","0.400%","5.20%","340 MiB","27.8 MiB","511 MiB","90.9 MiB","1.82 GB/s","0 kB/s","0 kB/s","1.12 GB/s","0 kB/s","1.82 GB/s","1.12 GB/s","0 kB/s","0 kB/s","1.82 GB/s","0 kB/s","1.12 GB/s","1.58 req/s","1.58 req/s","0 req/s","446 ms","3.91 s","4.78 s","819 ms","88979"
"2023-04-18 16:06:40","1681808800000","0%","0%","0%","1.00%","1.00%","3.00%","6.80%","340 MiB","27.8 MiB","511 MiB","90.9 MiB","1.98 GB/s","0 kB/s","0 kB/s","1.27 GB/s","0 kB/s","1.99 GB/s","1.27 GB/s","0 kB/s","0 kB/s","1.99 GB/s","0 kB/s","1.27 GB/s","1.56 req/s","1.56 req/s","0 req/s","431 ms","3.81 s","4.76 s","788 ms","83979"
"2023-04-18 16:06:45","1681808805000","0%","0%","0%","2.60%","1.20%","3.60%","9.20%","340 MiB","27.8 MiB","511 MiB","90.9 MiB","2.30 GB/s","0 kB/s","50 kB/s","1.44 GB/s","0 kB/s","2.30 GB/s","1.44 GB/s","0 kB/s","55.6 kB/s","2.31 GB/s","0 kB/s","1.44 GB/s","1.60 req/s","1.60 req/s","0 req/s","431 ms","3.62 s","4.72 s","750 ms","78979"
"2023-04-18 16:06:50","1681808810000","0%","0%","0%","2.60%","1.00%","3.80%","6.40%","340 MiB","27.8 MiB","511 MiB","91.0 MiB","1.19 GB/s","0 kB/s","0 kB/s","821 MB/s","0 kB/s","1.20 GB/s","821 MB/s","0 kB/s","0 kB/s","1.20 GB/s","0 kB/s","821 MB/s","1.60 req/s","1.60 req/s","0 req/s","414 ms","3.43 s","4.69 s","702 ms","73979"
"2023-04-18 16:06:55","1681808815000","0%","0%","0%","3.00%","1.60%","4.00%","12.8%","340 MiB","27.8 MiB","511 MiB","91.0 MiB","3.38 GB/s","0 kB/s","11.6 kB/s","2.12 GB/s","0 kB/s","3.39 GB/s","2.12 GB/s","0 kB/s","10.8 kB/s","3.39 GB/s","0 kB/s","2.12 GB/s","1.58 req/s","1.58 req/s","0 req/s","399 ms","3.19 s","4.64 s","673 ms","68979"
"2023-04-18 16:07:00","1681808820000","0%","0%","0%","2.60%","2.80%","4.20%","6.40%","340 MiB","27.8 MiB","511 MiB","91.0 MiB","1.23 GB/s","0 kB/s","23.6 kB/s","834 MB/s","0 kB/s","1.24 GB/s","834 MB/s","0 kB/s","19.2 kB/s","1.24 GB/s","0 kB/s","834 MB/s","1.58 req/s","1.58 req/s","0 req/s","404 ms","3.45 s","4.69 s","703 ms","63979"
"2023-04-18 16:07:05","1681808825000","0%","0%","0%","3.60%","4.40%","5.60%","8.20%","340 MiB","27.8 MiB","511 MiB","91.0 MiB","1.13 GB/s","0 kB/s","11.2 kB/s","752 MB/s","0 kB/s","1.14 GB/s","752 MB/s","0 kB/s","10.8 kB/s","1.14 GB/s","0 kB/s","752 MB/s","1.55 req/s","1.55 req/s","0 req/s","394 ms","3.23 s","4.65 s","685 ms","58979"
"2023-04-18 16:07:10","1681808830000","0%","0%","0%","1.60%","1.20%","1.60%","7.80%","340 MiB","27.8 MiB","511 MiB","91.0 MiB","2.10 GB/s","0 kB/s","53.2 kB/s","1.34 GB/s","0 kB/s","2.11 GB/s","1.34 GB/s","0 kB/s","49.6 kB/s","2.11 GB/s","0 kB/s","1.34 GB/s","1.60 req/s","1.60 req/s","0 req/s","411 ms","3.43 s","4.69 s","731 ms","53979"
"2023-04-18 16:07:15","1681808835000","0%","0%","0%","4.80%","3.40%","5.20%","13.6%","340 MiB","27.8 MiB","511 MiB","91.0 MiB","3.03 GB/s","0 kB/s","0 kB/s","1.98 GB/s","0 kB/s","3.04 GB/s","1.98 GB/s","0 kB/s","0 kB/s","3.04 GB/s","0 kB/s","1.98 GB/s","1.58 req/s","1.58 req/s","0 req/s","388 ms","3.19 s","4.64 s","681 ms","48979"
"2023-04-18 16:07:20","1681808840000","0%","0%","0%","3.20%","2.20%","4.80%","10.2%","340 MiB","27.8 MiB","511 MiB","91.0 MiB","2.26 GB/s","0 kB/s","22.4 kB/s","1.43 GB/s","0 kB/s","2.27 GB/s","1.43 GB/s","0 kB/s","10.8 kB/s","2.27 GB/s","0 kB/s","1.43 GB/s","1.55 req/s","1.55 req/s","0 req/s","418 ms","3.48 s","4.70 s","710 ms","43979"
"2023-04-18 16:07:25","1681808845000","0%","0%","0%","3.40%","3.20%","5.20%","6.80%","340 MiB","27.8 MiB","511 MiB","91.0 MiB","1.24 GB/s","0 kB/s","12 kB/s","828 MB/s","0 kB/s","1.25 GB/s","828 MB/s","0 kB/s","8.40 kB/s","1.25 GB/s","0 kB/s","828 MB/s","1.58 req/s","1.58 req/s","0 req/s","426 ms","3.64 s","4.73 s","747 ms","38979"
"2023-04-18 16:07:30","1681808850000","0%","0%","0%","3.00%","1.60%","4.80%","5.80%","340 MiB","27.8 MiB","511 MiB","91.0 MiB","1.19 GB/s","0 kB/s","11.2 kB/s","792 MB/s","0 kB/s","1.20 GB/s","792 MB/s","0 kB/s","10.8 kB/s","1.20 GB/s","0 kB/s","792 MB/s","1.53 req/s","1.53 req/s","0 req/s","434 ms","3.69 s","4.74 s","769 ms","33979"
"2023-04-18 16:07:35","1681808855000","0%","0%","0%","0.600%","0.200%","1.60%","3.80%","340 MiB","27.8 MiB","511 MiB","91 MiB","1.14 GB/s","0 kB/s","0 kB/s","733 MB/s","0 kB/s","1.14 GB/s","733 MB/s","0 kB/s","0 kB/s","1.14 GB/s","0 kB/s","733 MB/s","1.60 req/s","1.60 req/s","0 req/s","447 ms","3.78 s","4.76 s","795 ms","28979"
"2023-04-18 16:07:40","1681808860000","0%","0%","0%","0.200%","0.400%","0.600%","1.40%","340 MiB","27.8 MiB","511 MiB","91 MiB","106 MB/s","0 kB/s","0 kB/s","65.0 MB/s","0 kB/s","109 MB/s","64.9 MB/s","0 kB/s","0 kB/s","111 MB/s","0 kB/s","64.9 MB/s","1.60 req/s","1.60 req/s","0 req/s","425 ms","3.78 s","4.76 s","784 ms","23979"
"2023-04-18 16:07:45","1681808865000","0%","0%","0%","5%","2.40%","7.40%","9.00%","340 MiB","27.8 MiB","511 MiB","91 MiB","1.34 GB/s","0 kB/s","0 kB/s","1.00 GB/s","0 kB/s","1.36 GB/s","1.00 GB/s","0 kB/s","0 kB/s","1.36 GB/s","0 kB/s","1.00 GB/s","1.56 req/s","1.56 req/s","0 req/s","389 ms","3.66 s","4.73 s","746 ms","18979"
"2023-04-18 16:07:50","1681808870000","0%","0%","0%","2.20%","1.00%","3.20%","8.60%","340 MiB","27.8 MiB","511 MiB","91 MiB","2.32 GB/s","0 kB/s","0 kB/s","1.42 GB/s","0 kB/s","2.33 GB/s","1.42 GB/s","0 kB/s","0 kB/s","2.33 GB/s","0 kB/s","1.42 GB/s","1.60 req/s","1.60 req/s","0 req/s","426 ms","3.90 s","4.78 s","818 ms","13979"
"2023-04-18 16:07:55","1681808875000","0%","0%","0%","5.80%","2.80%","6.40%","22.8%","346 MiB","27.8 MiB","511 MiB","84.7 MiB","7.18 GB/s","0 kB/s","0 kB/s","4.51 GB/s","0 kB/s","7.20 GB/s","4.51 GB/s","0 kB/s","0 kB/s","7.20 GB/s","0 kB/s","4.51 GB/s","1.56 req/s","1.56 req/s","0 req/s","412 ms","3.81 s","4.76 s","780 ms","8979"
"2023-04-18 16:08:00","1681808880000","0%","0%","0%","8.20%","2.40%","6.60%","30%","335 MiB","27.8 MiB","511 MiB","95.5 MiB","8.17 GB/s","0 kB/s","0 kB/s","5.59 GB/s","0 kB/s","8.20 GB/s","5.59 GB/s","0 kB/s","0 kB/s","8.20 GB/s","0 kB/s","5.59 GB/s","1.71 req/s","1.71 req/s","0 req/s","471 ms","3.82 s","4.77 s","820 ms","3979"
"2023-04-18 16:08:05","1681808885000","0%","0%","0%","5.20%","2.00%","5.60%","24.2%","337 MiB","27.8 MiB","511 MiB","94.1 MiB","7.42 GB/s","0 kB/s","0 kB/s","4.20 GB/s","0 kB/s","7.43 GB/s","4.20 GB/s","0 kB/s","0 kB/s","7.43 GB/s","0 kB/s","4.20 GB/s","1.89 req/s","1.89 req/s","0 req/s","646 ms","3.83 s","4.99 s","921 ms","217"
"2023-04-18 16:08:10","1681808890000","0%","0%","0%","7.00%","2.40%","5.60%","11.6%","337 MiB","27.8 MiB","511 MiB","94.1 MiB","2.43 GB/s","0 kB/s","33.6 kB/s","1.67 GB/s","0 kB/s","2.45 GB/s","1.67 GB/s","0 kB/s","30 kB/s","2.45 GB/s","0 kB/s","1.67 GB/s","1.89 req/s","1.89 req/s","0 req/s","674 ms","3.83 s","4.99 s","947 ms","171"
"2023-04-18 16:08:15","1681808895000","0%","0%","0%","6.00%","3.40%","3.20%","6.60%","337 MiB","27.8 MiB","511 MiB","94.1 MiB","379 MB/s","0 kB/s","12 kB/s","276 MB/s","0 kB/s","391 MB/s","275 MB/s","0 kB/s","8.40 kB/s","392 MB/s","0 kB/s","275 MB/s","2.04 req/s","1.91 req/s","0.127 req/s","816 ms","4.64 s","8.13 s","1.24 s","124"
"2023-04-18 16:08:20","1681808900000","0%","0%","0%","5.60%","1.80%","6.00%","13.2%","337 MiB","27.8 MiB","511 MiB","94.1 MiB","1.33 GB/s","0 kB/s","0 kB/s","2.23 GB/s","0 kB/s","1.35 GB/s","2.23 GB/s","0 kB/s","0 kB/s","1.35 GB/s","0 kB/s","2.23 GB/s","2.20 req/s","1.85 req/s","0.345 req/s","1.19 s","5.95 s","10 s","1.73 s","77"
"2023-04-18 16:08:25","1681808905000","0%","0%","0%","5.80%","2.80%","5.80%","6.80%","337 MiB","27.8 MiB","511 MiB","94.1 MiB","461 MB/s","0 kB/s","0 kB/s","467 MB/s","0 kB/s","475 MB/s","467 MB/s","0 kB/s","0 kB/s","477 MB/s","0 kB/s","467 MB/s","2.38 req/s","1.91 req/s","0.473 req/s","1.56 s","7.16 s","10 s","1.99 s","959"
"2023-04-18 16:08:30","1681808910000","0%","0%","0%","6.80%","3.60%","5.40%","15.2%","337 MiB","27.8 MiB","511 MiB","94.1 MiB","1.25 GB/s","0 kB/s","179 kB/s","3.16 GB/s","0 kB/s","1.26 GB/s","3.16 GB/s","0 kB/s","624 kB/s","1.27 GB/s","0 kB/s","3.16 GB/s","2.53 req/s","1.87 req/s","0.655 req/s","2.19 s","8.20 s","10 s","2.36 s","297"
"2023-04-18 16:08:35","1681808915000","0%","0%","0%","7.20%","7.40%","6.40%","13.2%","337 MiB","27.8 MiB","511 MiB","94.1 MiB","2.53 GB/s","0 kB/s","29.6 kB/s","1.14 GB/s","0 kB/s","2.54 GB/s","1.14 GB/s","0 kB/s","21.6 kB/s","2.55 GB/s","0 kB/s","1.14 GB/s","2.64 req/s","1.89 req/s","0.745 req/s","2.65 s","8.65 s","10 s","2.58 s","2723"
"2023-04-18 16:08:40","1681808920000","0%","0%","0%","4.60%","2.80%","5.40%","13.0%","330 MiB","27.8 MiB","511 MiB","101 MiB","1.25 GB/s","0 kB/s","22.4 kB/s","2.82 GB/s","0 kB/s","1.26 GB/s","2.82 GB/s","0 kB/s","10.8 kB/s","1.26 GB/s","0 kB/s","2.82 GB/s","2.87 req/s","1.87 req/s","1.000 req/s","3.03 s","9.32 s","10 s","2.89 s","198"
"2023-04-18 16:08:45","1681808925000","0%","0%","0%","7.00%","3.40%","6.80%","13.8%","334 MiB","27.8 MiB","511 MiB","96.9 MiB","2.43 GB/s","0 kB/s","37.2 kB/s","1.76 GB/s","0 kB/s","2.45 GB/s","1.76 GB/s","0 kB/s","21.6 kB/s","2.45 GB/s","0 kB/s","1.76 GB/s","3 req/s","1.87 req/s","1.13 req/s","3.19 s","10 s","10 s","3.11 s","459"
"2023-04-18 16:08:50","1681808930000","0%","0%","0%","4.40%","2.00%","5.80%","6.40%","325 MiB","27.8 MiB","511 MiB","106 MiB","368 MB/s","0 kB/s","0 kB/s","856 MB/s","0 kB/s","380 MB/s","856 MB/s","0 kB/s","0 kB/s","382 MB/s","0 kB/s","856 MB/s","3.22 req/s","1.91 req/s","1.31 req/s","3.36 s","10 s","10 s","3.26 s","107"
"2023-04-18 16:08:55","1681808935000","0%","0%","0%","6.20%","3.00%","6.60%","15.2%","323 MiB","27.8 MiB","511 MiB","108 MiB","2.50 GB/s","0 kB/s","0 kB/s","2.28 GB/s","0 kB/s","2.52 GB/s","2.28 GB/s","0 kB/s","0 kB/s","2.52 GB/s","0 kB/s","2.28 GB/s","3.29 req/s","1.80 req/s","1.49 req/s","3.58 s","10 s","10 s","3.58 s","2533"
"2023-04-18 16:09:00","1681808940000","0%","0%","0%","6.40%","2.80%","7.60%","13.0%","330 MiB","27.8 MiB","511 MiB","100 MiB","1.37 GB/s","0 kB/s","11.2 kB/s","1.99 GB/s","0 kB/s","1.39 GB/s","1.99 GB/s","0 kB/s","10.8 kB/s","1.39 GB/s","0 kB/s","1.99 GB/s","3.25 req/s","1.65 req/s","1.60 req/s","3.73 s","10 s","10 s","3.75 s","14"
"2023-04-18 16:09:05","1681808945000","0%","0%","0%","6.20%","4.00%","7.60%","14.2%","321 MiB","27.8 MiB","511 MiB","110 MiB","2.28 GB/s","0 kB/s","12 kB/s","2.25 GB/s","0 kB/s","2.29 GB/s","2.25 GB/s","0 kB/s","8.40 kB/s","2.29 GB/s","0 kB/s","2.25 GB/s","3.44 req/s","1.80 req/s","1.64 req/s","3.76 s","10 s","10 s","3.86 s","893"
"2023-04-18 16:09:10","1681808950000","0%","0%","0%","5%","1.20%","4.40%","7.20%","320 MiB","27.8 MiB","511 MiB","111 MiB","410 MB/s","0 kB/s","44.8 kB/s","323 MB/s","0 kB/s","423 MB/s","323 MB/s","0 kB/s","40.8 kB/s","425 MB/s","0 kB/s","323 MB/s","3.38 req/s","1.71 req/s","1.67 req/s","3.77 s","10 s","10 s","3.86 s","3620"
"2023-04-18 16:09:15","1681808955000","0%","0%","0%","5.80%","2.00%","5.40%","15%","332 MiB","27.8 MiB","511 MiB","98.5 MiB","1.97 GB/s","0 kB/s","0 kB/s","2.22 GB/s","0 kB/s","1.98 GB/s","2.22 GB/s","0 kB/s","0 kB/s","1.99 GB/s","0 kB/s","2.22 GB/s","3.44 req/s","1.76 req/s","1.67 req/s","3.78 s","10 s","10 s","3.92 s","797"
"2023-04-18 16:09:20","1681808960000","0%","0%","0%","8.20%","2.80%","7.00%","27.8%","330 MiB","27.8 MiB","511 MiB","101 MiB","7.98 GB/s","0 kB/s","0 kB/s","4.50 GB/s","0 kB/s","8.00 GB/s","4.50 GB/s","0 kB/s","0 kB/s","8.01 GB/s","0 kB/s","4.50 GB/s","3.51 req/s","1.93 req/s","1.58 req/s","3.73 s","10 s","10 s","3.88 s","865049"
"2023-04-18 16:09:25","1681808965000","0%","0%","0%","8.60%","4.80%","7.60%","9.00%","334 MiB","27.8 MiB","511 MiB","96.8 MiB","676 MB/s","0 kB/s","0 kB/s","617 MB/s","0 kB/s","697 MB/s","617 MB/s","0 kB/s","0 kB/s","699 MB/s","0 kB/s","617 MB/s","3.44 req/s","1.96 req/s","1.47 req/s","3.71 s","10 s","10 s","3.84 s","860049"
"2023-04-18 16:09:30","1681808970000","0%","0%","0%","0.200%","0.200%","0.400%","3.00%","334 MiB","27.8 MiB","511 MiB","96.8 MiB","1.03 GB/s","0 kB/s","109 kB/s","636 MB/s","0 kB/s","1.04 GB/s","636 MB/s","0 kB/s","115 kB/s","1.04 GB/s","0 kB/s","636 MB/s","3.38 req/s","1.98 req/s","1.40 req/s","3.74 s","10 s","10 s","3.90 s","855049"
"2023-04-18 16:09:35","1681808975000","0%","0%","0%","0.600%","0.800%","1.40%","1.00%","334 MiB","27.8 MiB","511 MiB","96.8 MiB","81.9 MB/s","0 kB/s","110 kB/s","73.6 MB/s","0 kB/s","84.6 MB/s","73.5 MB/s","0 kB/s","106 kB/s","86.5 MB/s","0 kB/s","73.5 MB/s","3.07 req/s","1.93 req/s","1.15 req/s","3.66 s","10 s","10 s","3.80 s","850049"
"2023-04-18 16:09:40","1681808980000","0%","0%","0%","0.600%","0.600%","1.60%","2.20%","334 MiB","27.8 MiB","511 MiB","96.8 MiB","70.0 MB/s","0 kB/s","0 kB/s","89.1 MB/s","0 kB/s","72.4 MB/s","89.0 MB/s","0 kB/s","0 kB/s","74.3 MB/s","0 kB/s","89.0 MB/s","2.87 req/s","1.85 req/s","1.02 req/s","3.60 s","10 s","10 s","3.65 s","845049"
"2023-04-18 16:09:45","1681808985000","0%","0%","0%","1.80%","1.60%","2.00%","5%","333 MiB","27.8 MiB","511 MiB","97.5 MiB","1.18 GB/s","0 kB/s","0 kB/s","733 MB/s","0 kB/s","1.18 GB/s","733 MB/s","0 kB/s","0 kB/s","1.18 GB/s","0 kB/s","733 MB/s","2.60 req/s","1.76 req/s","0.836 req/s","3.50 s","10 s","10 s","3.57 s","840049"
"2023-04-18 16:09:50","1681808990000","0%","0%","0%","0.800%","0.200%","0.800%","7.80%","333 MiB","27.8 MiB","511 MiB","97.5 MiB","3.11 GB/s","0 kB/s","0 kB/s","1.91 GB/s","0 kB/s","3.11 GB/s","1.91 GB/s","0 kB/s","0 kB/s","3.11 GB/s","0 kB/s","1.91 GB/s","2.35 req/s","1.69 req/s","0.655 req/s","3.33 s","10 s","10 s","3.32 s","835049"
"2023-04-18 16:09:55","1681808995000","0%","0%","0%","1.40%","0.400%","1.000%","1.000%","333 MiB","27.8 MiB","511 MiB","97.5 MiB","43.1 MB/s","0 kB/s","0 kB/s","63.5 MB/s","0 kB/s","45.0 MB/s","63.4 MB/s","0 kB/s","0 kB/s","46.9 MB/s","0 kB/s","63.4 MB/s","2.11 req/s","1.56 req/s","0.545 req/s","3.22 s","10 s","10 s","3.25 s","830049"
"2023-04-18 16:10:00","1681809000000","0%","0%","0%","1.20%","0.800%","1.20%","5%","334 MiB","27.8 MiB","511 MiB","97.1 MiB","1.08 GB/s","0 kB/s","13.4 kB/s","670 MB/s","0 kB/s","1.08 GB/s","670 MB/s","0 kB/s","19 kB/s","1.09 GB/s","0 kB/s","670 MB/s","1.85 req/s","1.35 req/s","0.509 req/s","3.15 s","9.96 s","10 s","3.07 s","825049"
"2023-04-18 16:10:05","1681809005000","0%","0%","0%","1.20%","2.00%","1.80%","5.80%","334 MiB","27.8 MiB","511 MiB","97.1 MiB","1.82 GB/s","0 kB/s","23.2 kB/s","1.14 GB/s","0 kB/s","1.82 GB/s","1.14 GB/s","0 kB/s","19.2 kB/s","1.82 GB/s","0 kB/s","1.14 GB/s","1.73 req/s","1.38 req/s","0.345 req/s","2.81 s","10 s","10 s","2.93 s","820049"
"2023-04-18 16:10:10","1681809010000","0%","0%","0%","1.40%","1.80%","1.60%","5.60%","334 MiB","27.8 MiB","511 MiB","97.1 MiB","1.13 GB/s","0 kB/s","33.6 kB/s","709 MB/s","0 kB/s","1.14 GB/s","709 MB/s","0 kB/s","30 kB/s","1.14 GB/s","0 kB/s","709 MB/s","1.40 req/s","1.27 req/s","0.127 req/s","1.83 s","8.84 s","10 s","2.33 s","815049"
"2023-04-18 16:10:15","1681809015000","0%","0%","0%","1.40%","1.00%","1.20%","4.00%","334 MiB","27.8 MiB","511 MiB","97.1 MiB","1.02 GB/s","0 kB/s","50.8 kB/s","640 MB/s","0 kB/s","1.02 GB/s","640 MB/s","0 kB/s","50 kB/s","1.02 GB/s","0 kB/s","640 MB/s","1.13 req/s","1.04 req/s","0.0909 req/s","500 ms","8.50 s","10 s","1.88 s","810049"
"2023-04-18 16:10:20","1681809020000","0%","0%","0%","1.80%","1.20%","2.40%","7.80%","334 MiB","27.8 MiB","511 MiB","97.1 MiB","2.03 GB/s","0 kB/s","132 kB/s","1.29 GB/s","0 kB/s","2.03 GB/s","1.29 GB/s","0 kB/s","120 kB/s","2.04 GB/s","0 kB/s","1.29 GB/s","0.927 req/s","0.909 req/s","0.0182 req/s","347 ms","7.45 s","9.49 s","1.34 s","805049"
"2023-04-18 16:10:25","1681809025000","0%","0%","0%","0.600%","0.200%","0.800%","8.40%","334 MiB","27.8 MiB","511 MiB","97.1 MiB","2.16 GB/s","0 kB/s","58.8 kB/s","1.92 GB/s","0 kB/s","2.16 GB/s","1.92 GB/s","0 kB/s","58.8 kB/s","2.16 GB/s","0 kB/s","1.92 GB/s","0.818 req/s","0.818 req/s","0 req/s","292 ms","2.19 s","3.88 s","528 ms","800049"
"2023-04-18 16:10:30","1681809030000","0%","0%","0%","0.400%","0.400%","1.000%","4.20%","334 MiB","27.8 MiB","511 MiB","97.1 MiB","1.99 GB/s","0 kB/s","125 kB/s","643 MB/s","0 kB/s","1.99 GB/s","643 MB/s","0 kB/s","591 kB/s","1.99 GB/s","0 kB/s","643 MB/s","0.836 req/s","0.836 req/s","0 req/s","300 ms","2.17 s","3.85 s","528 ms","795049"
"2023-04-18 16:10:35","1681809035000","0%","0%","0%","5.60%","3.60%","5.60%","6.20%","334 MiB","27.8 MiB","511 MiB","97.1 MiB","272 MB/s","0 kB/s","11.2 kB/s","288 MB/s","0 kB/s","282 MB/s","288 MB/s","0 kB/s","10.8 kB/s","284 MB/s","0 kB/s","288 MB/s","0.800 req/s","0.800 req/s","0 req/s","318 ms","2.14 s","3.90 s","520 ms","790049"
"2023-04-18 16:10:40","1681809040000","0%","0%","0%","2.20%","1.00%","2.20%","7.80%","334 MiB","27.8 MiB","511 MiB","97.1 MiB","2.08 GB/s","0 kB/s","19.6 kB/s","1.26 GB/s","0 kB/s","2.08 GB/s","1.26 GB/s","0 kB/s","19.6 kB/s","2.09 GB/s","0 kB/s","1.26 GB/s","0.836 req/s","0.836 req/s","0 req/s","354 ms","2.22 s","3.85 s","624 ms","785049"
"2023-04-18 16:10:45","1681809045000","0%","0%","0%","0.200%","0%","0%","2.60%","334 MiB","27.8 MiB","511 MiB","97.1 MiB","859 MB/s","0 kB/s","39.2 kB/s","526 MB/s","0 kB/s","860 MB/s","526 MB/s","0 kB/s","39.2 kB/s","862 MB/s","0 kB/s","526 MB/s","0.836 req/s","0.836 req/s","0 req/s","365 ms","2.22 s","3.85 s","630 ms","780049"
"2023-04-18 16:10:50","1681809050000","0%","0%","0%","0.800%","0.600%","1.60%","6.20%","334 MiB","27.8 MiB","511 MiB","97.1 MiB","2.08 GB/s","0 kB/s","0 kB/s","1.31 GB/s","0 kB/s","2.08 GB/s","1.31 GB/s","0 kB/s","0 kB/s","2.08 GB/s","0 kB/s","1.31 GB/s","0.818 req/s","0.818 req/s","0 req/s","365 ms","2.23 s","3.88 s","631 ms","775049"
